"key_ID","year","directorate_general_ID","directorate_general","directorate_general_code","member_state_ID","member_state","member_state_code","case_type_ID","case_type","count_LFN258","count_RO258","count_RF258","count_LFN260","count_RO260","count_RF260"
10401,2009,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",26,"Bulgaria","BG",1,"noncommunication",0,0,0,0,0,0
10402,2009,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",26,"Bulgaria","BG",2,"nonconformity",0,0,0,0,0,0
10403,2009,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",27,"Romania","RO",1,"noncommunication",0,0,0,0,0,0
10404,2009,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",27,"Romania","RO",2,"nonconformity",0,0,0,0,0,0
10405,2009,17,"Health and Consumers","SANCO",1,"Belgium","BE",1,"noncommunication",2,3,2,0,0,0
10406,2009,17,"Health and Consumers","SANCO",1,"Belgium","BE",2,"nonconformity",2,0,0,0,0,0
10407,2009,17,"Health and Consumers","SANCO",2,"France","FR",1,"noncommunication",4,0,0,0,0,0
10408,2009,17,"Health and Consumers","SANCO",2,"France","FR",2,"nonconformity",1,1,0,0,0,0
10409,2009,17,"Health and Consumers","SANCO",3,"Germany","DE",1,"noncommunication",4,0,0,0,0,0
10410,2009,17,"Health and Consumers","SANCO",3,"Germany","DE",2,"nonconformity",1,0,0,0,0,0
10411,2009,17,"Health and Consumers","SANCO",4,"Italy","IT",1,"noncommunication",10,6,1,0,0,0
10412,2009,17,"Health and Consumers","SANCO",4,"Italy","IT",2,"nonconformity",3,1,1,0,0,0
10413,2009,17,"Health and Consumers","SANCO",5,"Luxembourg","LU",1,"noncommunication",5,0,0,0,0,0
10414,2009,17,"Health and Consumers","SANCO",5,"Luxembourg","LU",2,"nonconformity",0,0,1,0,0,0
10415,2009,17,"Health and Consumers","SANCO",6,"Netherlands","NL",1,"noncommunication",1,0,0,0,0,0
10416,2009,17,"Health and Consumers","SANCO",6,"Netherlands","NL",2,"nonconformity",2,0,0,0,0,0
10417,2009,17,"Health and Consumers","SANCO",7,"Denmark","DK",1,"noncommunication",2,0,0,0,0,0
10418,2009,17,"Health and Consumers","SANCO",7,"Denmark","DK",2,"nonconformity",2,1,0,0,0,0
10419,2009,17,"Health and Consumers","SANCO",8,"Ireland","IE",1,"noncommunication",4,0,0,0,0,0
10420,2009,17,"Health and Consumers","SANCO",8,"Ireland","IE",2,"nonconformity",1,0,0,0,0,0
10421,2009,17,"Health and Consumers","SANCO",9,"United Kingdom","UK",1,"noncommunication",5,3,0,0,0,0
10422,2009,17,"Health and Consumers","SANCO",9,"United Kingdom","UK",2,"nonconformity",0,2,0,0,0,0
10423,2009,17,"Health and Consumers","SANCO",10,"Greece","EL",1,"noncommunication",7,3,0,0,0,0
10424,2009,17,"Health and Consumers","SANCO",10,"Greece","EL",2,"nonconformity",2,3,2,0,0,0
10425,2009,17,"Health and Consumers","SANCO",11,"Portugal","PT",1,"noncommunication",8,4,2,0,0,0
10426,2009,17,"Health and Consumers","SANCO",11,"Portugal","PT",2,"nonconformity",1,1,1,0,0,0
10427,2009,17,"Health and Consumers","SANCO",12,"Spain","ES",1,"noncommunication",6,0,0,1,0,0
10428,2009,17,"Health and Consumers","SANCO",12,"Spain","ES",2,"nonconformity",4,1,1,0,0,0
10429,2009,17,"Health and Consumers","SANCO",13,"Austria","AT",1,"noncommunication",3,2,2,0,0,0
10430,2009,17,"Health and Consumers","SANCO",13,"Austria","AT",2,"nonconformity",0,0,0,0,0,0
10431,2009,17,"Health and Consumers","SANCO",14,"Finland","FI",1,"noncommunication",10,3,0,0,0,0
10432,2009,17,"Health and Consumers","SANCO",14,"Finland","FI",2,"nonconformity",0,0,0,0,0,0
10433,2009,17,"Health and Consumers","SANCO",15,"Sweden","SE",1,"noncommunication",5,1,0,0,0,0
10434,2009,17,"Health and Consumers","SANCO",15,"Sweden","SE",2,"nonconformity",2,1,0,0,0,0
10435,2009,17,"Health and Consumers","SANCO",16,"Cyprus","CY",1,"noncommunication",7,0,0,0,0,0
10436,2009,17,"Health and Consumers","SANCO",16,"Cyprus","CY",2,"nonconformity",0,0,0,0,0,0
10437,2009,17,"Health and Consumers","SANCO",17,"Czech Republic","CZ",1,"noncommunication",8,2,0,0,0,0
10438,2009,17,"Health and Consumers","SANCO",17,"Czech Republic","CZ",2,"nonconformity",0,1,0,0,0,0
10439,2009,17,"Health and Consumers","SANCO",18,"Estonia","EE",1,"noncommunication",4,0,0,0,0,0
10440,2009,17,"Health and Consumers","SANCO",18,"Estonia","EE",2,"nonconformity",0,1,0,0,0,0
10441,2009,17,"Health and Consumers","SANCO",19,"Hungary","HU",1,"noncommunication",5,1,0,0,0,0
10442,2009,17,"Health and Consumers","SANCO",19,"Hungary","HU",2,"nonconformity",0,0,0,0,0,0
10443,2009,17,"Health and Consumers","SANCO",20,"Latvia","LV",1,"noncommunication",5,0,0,0,0,0
10444,2009,17,"Health and Consumers","SANCO",20,"Latvia","LV",2,"nonconformity",2,0,0,0,0,0
10445,2009,17,"Health and Consumers","SANCO",21,"Lithuania","LT",1,"noncommunication",1,0,0,0,0,0
10446,2009,17,"Health and Consumers","SANCO",21,"Lithuania","LT",2,"nonconformity",0,0,0,0,0,0
10447,2009,17,"Health and Consumers","SANCO",22,"Malta","MT",1,"noncommunication",5,1,0,0,0,0
10448,2009,17,"Health and Consumers","SANCO",22,"Malta","MT",2,"nonconformity",0,0,1,0,0,0
10449,2009,17,"Health and Consumers","SANCO",23,"Poland","PL",1,"noncommunication",14,5,1,0,0,0
10450,2009,17,"Health and Consumers","SANCO",23,"Poland","PL",2,"nonconformity",0,2,0,0,0,0
10451,2009,17,"Health and Consumers","SANCO",24,"Slovakia","SK",1,"noncommunication",0,0,0,0,0,0
10452,2009,17,"Health and Consumers","SANCO",24,"Slovakia","SK",2,"nonconformity",1,0,0,0,0,0
10453,2009,17,"Health and Consumers","SANCO",25,"Slovenia","SI",1,"noncommunication",3,0,0,0,0,0
10454,2009,17,"Health and Consumers","SANCO",25,"Slovenia","SI",2,"nonconformity",0,0,0,0,0,0
10455,2009,17,"Health and Consumers","SANCO",26,"Bulgaria","BG",1,"noncommunication",3,0,0,0,0,0
10456,2009,17,"Health and Consumers","SANCO",26,"Bulgaria","BG",2,"nonconformity",2,0,0,0,0,0
10457,2009,17,"Health and Consumers","SANCO",27,"Romania","RO",1,"noncommunication",5,0,0,0,0,0
10458,2009,17,"Health and Consumers","SANCO",27,"Romania","RO",2,"nonconformity",0,0,0,0,0,0
10459,2009,18,"Health and Food Safety","SANTE",1,"Belgium","BE",1,"noncommunication",0,0,0,0,0,0
10460,2009,18,"Health and Food Safety","SANTE",1,"Belgium","BE",2,"nonconformity",0,0,0,0,0,0
10461,2009,18,"Health and Food Safety","SANTE",2,"France","FR",1,"noncommunication",0,0,0,0,0,0
10462,2009,18,"Health and Food Safety","SANTE",2,"France","FR",2,"nonconformity",0,0,0,0,0,0
10463,2009,18,"Health and Food Safety","SANTE",3,"Germany","DE",1,"noncommunication",0,0,0,0,0,0
10464,2009,18,"Health and Food Safety","SANTE",3,"Germany","DE",2,"nonconformity",0,0,0,0,0,0
10465,2009,18,"Health and Food Safety","SANTE",4,"Italy","IT",1,"noncommunication",0,0,0,0,0,0
10466,2009,18,"Health and Food Safety","SANTE",4,"Italy","IT",2,"nonconformity",0,0,0,0,0,0
10467,2009,18,"Health and Food Safety","SANTE",5,"Luxembourg","LU",1,"noncommunication",0,0,0,0,0,0
10468,2009,18,"Health and Food Safety","SANTE",5,"Luxembourg","LU",2,"nonconformity",0,0,0,0,0,0
10469,2009,18,"Health and Food Safety","SANTE",6,"Netherlands","NL",1,"noncommunication",0,0,0,0,0,0
10470,2009,18,"Health and Food Safety","SANTE",6,"Netherlands","NL",2,"nonconformity",0,0,0,0,0,0
10471,2009,18,"Health and Food Safety","SANTE",7,"Denmark","DK",1,"noncommunication",0,0,0,0,0,0
10472,2009,18,"Health and Food Safety","SANTE",7,"Denmark","DK",2,"nonconformity",0,0,0,0,0,0
10473,2009,18,"Health and Food Safety","SANTE",8,"Ireland","IE",1,"noncommunication",0,0,0,0,0,0
10474,2009,18,"Health and Food Safety","SANTE",8,"Ireland","IE",2,"nonconformity",0,0,0,0,0,0
10475,2009,18,"Health and Food Safety","SANTE",9,"United Kingdom","UK",1,"noncommunication",0,0,0,0,0,0
10476,2009,18,"Health and Food Safety","SANTE",9,"United Kingdom","UK",2,"nonconformity",0,0,0,0,0,0
10477,2009,18,"Health and Food Safety","SANTE",10,"Greece","EL",1,"noncommunication",0,0,0,0,0,0
10478,2009,18,"Health and Food Safety","SANTE",10,"Greece","EL",2,"nonconformity",0,0,0,0,0,0
10479,2009,18,"Health and Food Safety","SANTE",11,"Portugal","PT",1,"noncommunication",0,0,0,0,0,0
10480,2009,18,"Health and Food Safety","SANTE",11,"Portugal","PT",2,"nonconformity",0,0,0,0,0,0
10481,2009,18,"Health and Food Safety","SANTE",12,"Spain","ES",1,"noncommunication",0,0,0,0,0,0
10482,2009,18,"Health and Food Safety","SANTE",12,"Spain","ES",2,"nonconformity",0,0,0,0,0,0
10483,2009,18,"Health and Food Safety","SANTE",13,"Austria","AT",1,"noncommunication",0,0,0,0,0,0
10484,2009,18,"Health and Food Safety","SANTE",13,"Austria","AT",2,"nonconformity",0,0,0,0,0,0
10485,2009,18,"Health and Food Safety","SANTE",14,"Finland","FI",1,"noncommunication",0,0,0,0,0,0
10486,2009,18,"Health and Food Safety","SANTE",14,"Finland","FI",2,"nonconformity",0,0,0,0,0,0
10487,2009,18,"Health and Food Safety","SANTE",15,"Sweden","SE",1,"noncommunication",0,0,0,0,0,0
10488,2009,18,"Health and Food Safety","SANTE",15,"Sweden","SE",2,"nonconformity",0,0,0,0,0,0
10489,2009,18,"Health and Food Safety","SANTE",16,"Cyprus","CY",1,"noncommunication",0,0,0,0,0,0
10490,2009,18,"Health and Food Safety","SANTE",16,"Cyprus","CY",2,"nonconformity",0,0,0,0,0,0
10491,2009,18,"Health and Food Safety","SANTE",17,"Czech Republic","CZ",1,"noncommunication",0,0,0,0,0,0
10492,2009,18,"Health and Food Safety","SANTE",17,"Czech Republic","CZ",2,"nonconformity",0,0,0,0,0,0
10493,2009,18,"Health and Food Safety","SANTE",18,"Estonia","EE",1,"noncommunication",0,0,0,0,0,0
10494,2009,18,"Health and Food Safety","SANTE",18,"Estonia","EE",2,"nonconformity",0,0,0,0,0,0
10495,2009,18,"Health and Food Safety","SANTE",19,"Hungary","HU",1,"noncommunication",0,0,0,0,0,0
10496,2009,18,"Health and Food Safety","SANTE",19,"Hungary","HU",2,"nonconformity",0,0,0,0,0,0
10497,2009,18,"Health and Food Safety","SANTE",20,"Latvia","LV",1,"noncommunication",0,0,0,0,0,0
10498,2009,18,"Health and Food Safety","SANTE",20,"Latvia","LV",2,"nonconformity",0,0,0,0,0,0
10499,2009,18,"Health and Food Safety","SANTE",21,"Lithuania","LT",1,"noncommunication",0,0,0,0,0,0
10500,2009,18,"Health and Food Safety","SANTE",21,"Lithuania","LT",2,"nonconformity",0,0,0,0,0,0
10501,2009,18,"Health and Food Safety","SANTE",22,"Malta","MT",1,"noncommunication",0,0,0,0,0,0
10502,2009,18,"Health and Food Safety","SANTE",22,"Malta","MT",2,"nonconformity",0,0,0,0,0,0
10503,2009,18,"Health and Food Safety","SANTE",23,"Poland","PL",1,"noncommunication",0,0,0,0,0,0
10504,2009,18,"Health and Food Safety","SANTE",23,"Poland","PL",2,"nonconformity",0,1,0,0,0,0
10505,2009,18,"Health and Food Safety","SANTE",24,"Slovakia","SK",1,"noncommunication",0,0,0,0,0,0
10506,2009,18,"Health and Food Safety","SANTE",24,"Slovakia","SK",2,"nonconformity",0,0,0,0,0,0
10507,2009,18,"Health and Food Safety","SANTE",25,"Slovenia","SI",1,"noncommunication",0,0,0,0,0,0
10508,2009,18,"Health and Food Safety","SANTE",25,"Slovenia","SI",2,"nonconformity",0,0,0,0,0,0
10509,2009,18,"Health and Food Safety","SANTE",26,"Bulgaria","BG",1,"noncommunication",0,0,0,0,0,0
10510,2009,18,"Health and Food Safety","SANTE",26,"Bulgaria","BG",2,"nonconformity",0,0,0,0,0,0
10511,2009,18,"Health and Food Safety","SANTE",27,"Romania","RO",1,"noncommunication",0,0,0,0,0,0
10512,2009,18,"Health and Food Safety","SANTE",27,"Romania","RO",2,"nonconformity",0,0,0,0,0,0
10513,2009,19,"Human Resources and Security","HR",1,"Belgium","BE",1,"noncommunication",0,0,0,0,0,0
10514,2009,19,"Human Resources and Security","HR",1,"Belgium","BE",2,"nonconformity",0,0,1,0,0,0
10515,2009,19,"Human Resources and Security","HR",2,"France","FR",1,"noncommunication",0,0,0,0,0,0
10516,2009,19,"Human Resources and Security","HR",2,"France","FR",2,"nonconformity",0,0,0,0,0,0
10517,2009,19,"Human Resources and Security","HR",3,"Germany","DE",1,"noncommunication",0,0,0,0,0,0
10518,2009,19,"Human Resources and Security","HR",3,"Germany","DE",2,"nonconformity",0,0,0,0,0,0
10519,2009,19,"Human Resources and Security","HR",4,"Italy","IT",1,"noncommunication",0,0,0,0,0,0
10520,2009,19,"Human Resources and Security","HR",4,"Italy","IT",2,"nonconformity",0,0,0,0,0,0
10521,2009,19,"Human Resources and Security","HR",5,"Luxembourg","LU",1,"noncommunication",0,0,0,0,0,0
10522,2009,19,"Human Resources and Security","HR",5,"Luxembourg","LU",2,"nonconformity",0,0,0,0,0,0
10523,2009,19,"Human Resources and Security","HR",6,"Netherlands","NL",1,"noncommunication",0,0,0,0,0,0
10524,2009,19,"Human Resources and Security","HR",6,"Netherlands","NL",2,"nonconformity",0,0,0,0,0,0
10525,2009,19,"Human Resources and Security","HR",7,"Denmark","DK",1,"noncommunication",0,0,0,0,0,0
10526,2009,19,"Human Resources and Security","HR",7,"Denmark","DK",2,"nonconformity",0,0,0,0,0,0
10527,2009,19,"Human Resources and Security","HR",8,"Ireland","IE",1,"noncommunication",0,0,0,0,0,0
10528,2009,19,"Human Resources and Security","HR",8,"Ireland","IE",2,"nonconformity",0,0,0,0,0,0
10529,2009,19,"Human Resources and Security","HR",9,"United Kingdom","UK",1,"noncommunication",0,0,0,0,0,0
10530,2009,19,"Human Resources and Security","HR",9,"United Kingdom","UK",2,"nonconformity",0,0,0,0,0,0
10531,2009,19,"Human Resources and Security","HR",10,"Greece","EL",1,"noncommunication",0,0,0,0,0,0
10532,2009,19,"Human Resources and Security","HR",10,"Greece","EL",2,"nonconformity",0,0,0,0,0,0
10533,2009,19,"Human Resources and Security","HR",11,"Portugal","PT",1,"noncommunication",0,0,0,0,0,0
10534,2009,19,"Human Resources and Security","HR",11,"Portugal","PT",2,"nonconformity",0,0,0,0,0,0
10535,2009,19,"Human Resources and Security","HR",12,"Spain","ES",1,"noncommunication",0,0,0,0,0,0
10536,2009,19,"Human Resources and Security","HR",12,"Spain","ES",2,"nonconformity",0,0,0,0,0,0
10537,2009,19,"Human Resources and Security","HR",13,"Austria","AT",1,"noncommunication",0,0,0,0,0,0
10538,2009,19,"Human Resources and Security","HR",13,"Austria","AT",2,"nonconformity",0,0,0,0,0,0
10539,2009,19,"Human Resources and Security","HR",14,"Finland","FI",1,"noncommunication",0,0,0,0,0,0
10540,2009,19,"Human Resources and Security","HR",14,"Finland","FI",2,"nonconformity",0,0,0,0,0,0
10541,2009,19,"Human Resources and Security","HR",15,"Sweden","SE",1,"noncommunication",0,0,0,0,0,0
10542,2009,19,"Human Resources and Security","HR",15,"Sweden","SE",2,"nonconformity",0,0,0,0,0,0
10543,2009,19,"Human Resources and Security","HR",16,"Cyprus","CY",1,"noncommunication",0,0,0,0,0,0
10544,2009,19,"Human Resources and Security","HR",16,"Cyprus","CY",2,"nonconformity",0,0,0,0,0,0
10545,2009,19,"Human Resources and Security","HR",17,"Czech Republic","CZ",1,"noncommunication",0,0,0,0,0,0
10546,2009,19,"Human Resources and Security","HR",17,"Czech Republic","CZ",2,"nonconformity",0,0,0,0,0,0
10547,2009,19,"Human Resources and Security","HR",18,"Estonia","EE",1,"noncommunication",0,0,0,0,0,0
10548,2009,19,"Human Resources and Security","HR",18,"Estonia","EE",2,"nonconformity",0,0,0,0,0,0
10549,2009,19,"Human Resources and Security","HR",19,"Hungary","HU",1,"noncommunication",0,0,0,0,0,0
10550,2009,19,"Human Resources and Security","HR",19,"Hungary","HU",2,"nonconformity",0,0,0,0,0,0
10551,2009,19,"Human Resources and Security","HR",20,"Latvia","LV",1,"noncommunication",0,0,0,0,0,0
10552,2009,19,"Human Resources and Security","HR",20,"Latvia","LV",2,"nonconformity",0,0,0,0,0,0
10553,2009,19,"Human Resources and Security","HR",21,"Lithuania","LT",1,"noncommunication",0,0,0,0,0,0
10554,2009,19,"Human Resources and Security","HR",21,"Lithuania","LT",2,"nonconformity",0,0,0,0,0,0
10555,2009,19,"Human Resources and Security","HR",22,"Malta","MT",1,"noncommunication",0,0,0,0,0,0
10556,2009,19,"Human Resources and Security","HR",22,"Malta","MT",2,"nonconformity",0,0,0,0,0,0
10557,2009,19,"Human Resources and Security","HR",23,"Poland","PL",1,"noncommunication",0,0,0,0,0,0
10558,2009,19,"Human Resources and Security","HR",23,"Poland","PL",2,"nonconformity",0,0,0,0,0,0
10559,2009,19,"Human Resources and Security","HR",24,"Slovakia","SK",1,"noncommunication",0,0,0,0,0,0
10560,2009,19,"Human Resources and Security","HR",24,"Slovakia","SK",2,"nonconformity",0,0,0,0,0,0
10561,2009,19,"Human Resources and Security","HR",25,"Slovenia","SI",1,"noncommunication",0,0,0,0,0,0
10562,2009,19,"Human Resources and Security","HR",25,"Slovenia","SI",2,"nonconformity",0,0,0,0,0,0
10563,2009,19,"Human Resources and Security","HR",26,"Bulgaria","BG",1,"noncommunication",0,0,0,0,0,0
10564,2009,19,"Human Resources and Security","HR",26,"Bulgaria","BG",2,"nonconformity",0,0,0,0,0,0
10565,2009,19,"Human Resources and Security","HR",27,"Romania","RO",1,"noncommunication",0,0,0,0,0,0
10566,2009,19,"Human Resources and Security","HR",27,"Romania","RO",2,"nonconformity",0,0,0,0,0,0
10567,2009,20,"Internal Market and Services","MARKT",1,"Belgium","BE",1,"noncommunication",4,2,2,2,0,0
10568,2009,20,"Internal Market and Services","MARKT",1,"Belgium","BE",2,"nonconformity",3,1,1,0,0,0
10569,2009,20,"Internal Market and Services","MARKT",2,"France","FR",1,"noncommunication",3,1,2,1,0,0
10570,2009,20,"Internal Market and Services","MARKT",2,"France","FR",2,"nonconformity",2,1,1,0,0,0
10571,2009,20,"Internal Market and Services","MARKT",3,"Germany","DE",1,"noncommunication",0,0,0,0,0,0
10572,2009,20,"Internal Market and Services","MARKT",3,"Germany","DE",2,"nonconformity",10,7,1,0,0,0
10573,2009,20,"Internal Market and Services","MARKT",4,"Italy","IT",1,"noncommunication",4,3,2,0,0,0
10574,2009,20,"Internal Market and Services","MARKT",4,"Italy","IT",2,"nonconformity",9,2,0,1,3,0
10575,2009,20,"Internal Market and Services","MARKT",5,"Luxembourg","LU",1,"noncommunication",2,2,4,3,4,0
10576,2009,20,"Internal Market and Services","MARKT",5,"Luxembourg","LU",2,"nonconformity",2,3,0,0,0,0
10577,2009,20,"Internal Market and Services","MARKT",6,"Netherlands","NL",1,"noncommunication",3,1,0,0,0,0
10578,2009,20,"Internal Market and Services","MARKT",6,"Netherlands","NL",2,"nonconformity",5,2,0,0,0,0
10579,2009,20,"Internal Market and Services","MARKT",7,"Denmark","DK",1,"noncommunication",0,0,0,0,0,0
10580,2009,20,"Internal Market and Services","MARKT",7,"Denmark","DK",2,"nonconformity",0,0,0,0,0,0
10581,2009,20,"Internal Market and Services","MARKT",8,"Ireland","IE",1,"noncommunication",1,1,2,1,0,0
10582,2009,20,"Internal Market and Services","MARKT",8,"Ireland","IE",2,"nonconformity",0,0,2,0,0,0
10583,2009,20,"Internal Market and Services","MARKT",9,"United Kingdom","UK",1,"noncommunication",3,2,0,1,0,0
10584,2009,20,"Internal Market and Services","MARKT",9,"United Kingdom","UK",2,"nonconformity",10,3,0,0,0,0
10585,2009,20,"Internal Market and Services","MARKT",10,"Greece","EL",1,"noncommunication",4,3,2,2,0,0
10586,2009,20,"Internal Market and Services","MARKT",10,"Greece","EL",2,"nonconformity",12,5,1,3,2,1
10587,2009,20,"Internal Market and Services","MARKT",11,"Portugal","PT",1,"noncommunication",3,2,2,1,0,0
10588,2009,20,"Internal Market and Services","MARKT",11,"Portugal","PT",2,"nonconformity",5,4,3,0,0,0
10589,2009,20,"Internal Market and Services","MARKT",12,"Spain","ES",1,"noncommunication",4,1,2,0,0,0
10590,2009,20,"Internal Market and Services","MARKT",12,"Spain","ES",2,"nonconformity",5,1,3,4,1,0
10591,2009,20,"Internal Market and Services","MARKT",13,"Austria","AT",1,"noncommunication",2,0,1,0,0,0
10592,2009,20,"Internal Market and Services","MARKT",13,"Austria","AT",2,"nonconformity",2,1,0,2,0,0
10593,2009,20,"Internal Market and Services","MARKT",14,"Finland","FI",1,"noncommunication",3,0,0,0,0,0
10594,2009,20,"Internal Market and Services","MARKT",14,"Finland","FI",2,"nonconformity",1,0,0,0,0,0
10595,2009,20,"Internal Market and Services","MARKT",15,"Sweden","SE",1,"noncommunication",2,0,0,0,0,0
10596,2009,20,"Internal Market and Services","MARKT",15,"Sweden","SE",2,"nonconformity",1,0,0,0,0,0
10597,2009,20,"Internal Market and Services","MARKT",16,"Cyprus","CY",1,"noncommunication",4,1,0,0,0,0
10598,2009,20,"Internal Market and Services","MARKT",16,"Cyprus","CY",2,"nonconformity",0,2,0,0,0,0
10599,2009,20,"Internal Market and Services","MARKT",17,"Czech Republic","CZ",1,"noncommunication",3,0,2,0,0,0
10600,2009,20,"Internal Market and Services","MARKT",17,"Czech Republic","CZ",2,"nonconformity",1,0,0,0,0,0
10601,2009,20,"Internal Market and Services","MARKT",18,"Estonia","EE",1,"noncommunication",2,0,1,0,0,0
10602,2009,20,"Internal Market and Services","MARKT",18,"Estonia","EE",2,"nonconformity",0,0,0,0,0,0
10603,2009,20,"Internal Market and Services","MARKT",19,"Hungary","HU",1,"noncommunication",2,1,0,0,0,0
10604,2009,20,"Internal Market and Services","MARKT",19,"Hungary","HU",2,"nonconformity",5,0,0,0,0,0
10605,2009,20,"Internal Market and Services","MARKT",20,"Latvia","LV",1,"noncommunication",1,0,0,0,0,0
10606,2009,20,"Internal Market and Services","MARKT",20,"Latvia","LV",2,"nonconformity",1,0,0,0,0,0
10607,2009,20,"Internal Market and Services","MARKT",21,"Lithuania","LT",1,"noncommunication",2,0,0,0,0,0
10608,2009,20,"Internal Market and Services","MARKT",21,"Lithuania","LT",2,"nonconformity",0,1,0,0,0,0
10609,2009,20,"Internal Market and Services","MARKT",22,"Malta","MT",1,"noncommunication",3,0,0,0,0,0
10610,2009,20,"Internal Market and Services","MARKT",22,"Malta","MT",2,"nonconformity",1,0,0,0,0,0
10611,2009,20,"Internal Market and Services","MARKT",23,"Poland","PL",1,"noncommunication",3,2,3,1,0,0
10612,2009,20,"Internal Market and Services","MARKT",23,"Poland","PL",2,"nonconformity",2,2,2,0,0,0
10613,2009,20,"Internal Market and Services","MARKT",24,"Slovakia","SK",1,"noncommunication",2,0,0,0,0,0
10614,2009,20,"Internal Market and Services","MARKT",24,"Slovakia","SK",2,"nonconformity",3,1,0,0,0,0
10615,2009,20,"Internal Market and Services","MARKT",25,"Slovenia","SI",1,"noncommunication",4,0,0,0,0,0
10616,2009,20,"Internal Market and Services","MARKT",25,"Slovenia","SI",2,"nonconformity",1,0,0,0,0,0
10617,2009,20,"Internal Market and Services","MARKT",26,"Bulgaria","BG",1,"noncommunication",0,0,0,0,0,0
10618,2009,20,"Internal Market and Services","MARKT",26,"Bulgaria","BG",2,"nonconformity",5,1,0,0,0,0
10619,2009,20,"Internal Market and Services","MARKT",27,"Romania","RO",1,"noncommunication",1,0,0,0,0,0
10620,2009,20,"Internal Market and Services","MARKT",27,"Romania","RO",2,"nonconformity",2,0,0,0,0,0
10621,2009,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",1,"Belgium","BE",1,"noncommunication",0,0,0,0,0,0
10622,2009,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",1,"Belgium","BE",2,"nonconformity",1,1,0,0,0,0
10623,2009,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",2,"France","FR",1,"noncommunication",0,0,0,0,0,0
10624,2009,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",2,"France","FR",2,"nonconformity",0,0,0,0,0,0
10625,2009,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",3,"Germany","DE",1,"noncommunication",0,0,0,0,0,0
10626,2009,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",3,"Germany","DE",2,"nonconformity",2,0,0,0,0,0
10627,2009,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",4,"Italy","IT",1,"noncommunication",0,0,0,0,0,0
10628,2009,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",4,"Italy","IT",2,"nonconformity",0,0,0,0,0,0
10629,2009,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",5,"Luxembourg","LU",1,"noncommunication",0,0,0,0,0,0
10630,2009,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",5,"Luxembourg","LU",2,"nonconformity",0,0,0,0,0,0
10631,2009,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",6,"Netherlands","NL",1,"noncommunication",0,0,0,0,0,0
10632,2009,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",6,"Netherlands","NL",2,"nonconformity",0,0,0,0,0,0
10633,2009,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",7,"Denmark","DK",1,"noncommunication",0,0,0,0,0,0
10634,2009,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",7,"Denmark","DK",2,"nonconformity",0,0,0,0,0,0
10635,2009,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",8,"Ireland","IE",1,"noncommunication",0,0,0,0,0,0
10636,2009,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",8,"Ireland","IE",2,"nonconformity",0,0,0,0,0,0
10637,2009,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",9,"United Kingdom","UK",1,"noncommunication",0,0,0,0,0,0
10638,2009,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",9,"United Kingdom","UK",2,"nonconformity",0,0,0,0,0,0
10639,2009,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",10,"Greece","EL",1,"noncommunication",0,0,0,0,0,0
10640,2009,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",10,"Greece","EL",2,"nonconformity",1,1,0,0,0,0
10641,2009,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",11,"Portugal","PT",1,"noncommunication",0,0,0,0,0,0
10642,2009,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",11,"Portugal","PT",2,"nonconformity",0,0,0,0,0,0
10643,2009,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",12,"Spain","ES",1,"noncommunication",0,0,0,0,0,0
10644,2009,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",12,"Spain","ES",2,"nonconformity",0,0,0,0,0,0
10645,2009,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",13,"Austria","AT",1,"noncommunication",0,0,0,0,0,0
10646,2009,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",13,"Austria","AT",2,"nonconformity",1,0,0,0,0,0
10647,2009,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",14,"Finland","FI",1,"noncommunication",0,0,0,0,0,0
