"key_ID","year","directorate_general_ID","directorate_general","directorate_general_code","member_state_ID","member_state","member_state_code","count_LFN258","count_RO258","count_RF258","count_LFN260","count_RO260","count_RF260"
7164,2011,29,"Taxation and Customs Union","TAXUD",18,"Estonia","EE",0,1,0,0,0,0
7165,2011,29,"Taxation and Customs Union","TAXUD",19,"Hungary","HU",5,1,0,0,0,0
7166,2011,29,"Taxation and Customs Union","TAXUD",20,"Latvia","LV",0,0,0,0,0,0
7167,2011,29,"Taxation and Customs Union","TAXUD",21,"Lithuania","LT",0,0,0,0,0,0
7168,2011,29,"Taxation and Customs Union","TAXUD",22,"Malta","MT",4,0,0,0,0,0
7169,2011,29,"Taxation and Customs Union","TAXUD",23,"Poland","PL",4,1,1,0,0,0
7170,2011,29,"Taxation and Customs Union","TAXUD",24,"Slovakia","SK",1,0,0,0,0,0
7171,2011,29,"Taxation and Customs Union","TAXUD",25,"Slovenia","SI",0,0,0,0,0,0
7172,2011,29,"Taxation and Customs Union","TAXUD",26,"Bulgaria","BG",1,1,0,0,0,0
7173,2011,29,"Taxation and Customs Union","TAXUD",27,"Romania","RO",4,0,0,0,0,0
7174,2011,30,"Trade","TRADE",1,"Belgium","BE",0,0,0,0,0,0
7175,2011,30,"Trade","TRADE",2,"France","FR",0,0,0,0,0,0
7176,2011,30,"Trade","TRADE",3,"Germany","DE",0,0,0,0,0,0
7177,2011,30,"Trade","TRADE",4,"Italy","IT",0,0,0,0,0,0
7178,2011,30,"Trade","TRADE",5,"Luxembourg","LU",0,0,0,0,0,0
7179,2011,30,"Trade","TRADE",6,"Netherlands","NL",0,0,0,0,0,0
7180,2011,30,"Trade","TRADE",7,"Denmark","DK",0,0,0,0,0,0
7181,2011,30,"Trade","TRADE",8,"Ireland","IE",0,0,0,0,0,0
7182,2011,30,"Trade","TRADE",9,"United Kingdom","UK",0,0,0,0,0,0
7183,2011,30,"Trade","TRADE",10,"Greece","EL",0,0,0,0,0,0
7184,2011,30,"Trade","TRADE",11,"Portugal","PT",0,0,0,0,0,0
7185,2011,30,"Trade","TRADE",12,"Spain","ES",0,0,0,0,0,0
7186,2011,30,"Trade","TRADE",13,"Austria","AT",0,0,0,0,0,0
7187,2011,30,"Trade","TRADE",14,"Finland","FI",0,0,0,0,0,0
7188,2011,30,"Trade","TRADE",15,"Sweden","SE",0,0,0,0,0,0
7189,2011,30,"Trade","TRADE",16,"Cyprus","CY",0,0,0,0,0,0
7190,2011,30,"Trade","TRADE",17,"Czech Republic","CZ",0,0,0,0,0,0
7191,2011,30,"Trade","TRADE",18,"Estonia","EE",0,0,0,0,0,0
7192,2011,30,"Trade","TRADE",19,"Hungary","HU",0,0,0,0,0,0
7193,2011,30,"Trade","TRADE",20,"Latvia","LV",0,0,0,0,0,0
7194,2011,30,"Trade","TRADE",21,"Lithuania","LT",0,0,0,0,0,0
7195,2011,30,"Trade","TRADE",22,"Malta","MT",0,0,0,0,0,0
7196,2011,30,"Trade","TRADE",23,"Poland","PL",0,0,0,0,0,0
7197,2011,30,"Trade","TRADE",24,"Slovakia","SK",0,0,0,0,0,0
7198,2011,30,"Trade","TRADE",25,"Slovenia","SI",0,0,0,0,0,0
7199,2011,30,"Trade","TRADE",26,"Bulgaria","BG",0,0,0,0,0,0
7200,2011,30,"Trade","TRADE",27,"Romania","RO",0,0,0,0,0,0
7201,2012,1,"Agriculture and Rural Development","AGRI",1,"Belgium","BE",0,0,0,0,0,0
7202,2012,1,"Agriculture and Rural Development","AGRI",2,"France","FR",1,1,0,0,0,0
7203,2012,1,"Agriculture and Rural Development","AGRI",3,"Germany","DE",0,0,0,0,0,0
7204,2012,1,"Agriculture and Rural Development","AGRI",4,"Italy","IT",0,0,0,0,0,0
7205,2012,1,"Agriculture and Rural Development","AGRI",5,"Luxembourg","LU",0,0,0,0,0,0
7206,2012,1,"Agriculture and Rural Development","AGRI",6,"Netherlands","NL",0,0,0,0,0,0
7207,2012,1,"Agriculture and Rural Development","AGRI",7,"Denmark","DK",0,0,0,0,0,0
7208,2012,1,"Agriculture and Rural Development","AGRI",8,"Ireland","IE",0,0,0,0,0,0
7209,2012,1,"Agriculture and Rural Development","AGRI",9,"United Kingdom","UK",0,0,0,0,0,0
7210,2012,1,"Agriculture and Rural Development","AGRI",10,"Greece","EL",0,0,0,0,0,0
7211,2012,1,"Agriculture and Rural Development","AGRI",11,"Portugal","PT",0,0,0,0,0,0
7212,2012,1,"Agriculture and Rural Development","AGRI",12,"Spain","ES",0,0,0,0,0,0
7213,2012,1,"Agriculture and Rural Development","AGRI",13,"Austria","AT",0,0,0,0,0,0
7214,2012,1,"Agriculture and Rural Development","AGRI",14,"Finland","FI",0,0,0,0,0,0
7215,2012,1,"Agriculture and Rural Development","AGRI",15,"Sweden","SE",0,0,0,0,0,0
7216,2012,1,"Agriculture and Rural Development","AGRI",16,"Cyprus","CY",0,0,0,0,0,0
7217,2012,1,"Agriculture and Rural Development","AGRI",17,"Czech Republic","CZ",0,0,0,0,0,0
7218,2012,1,"Agriculture and Rural Development","AGRI",18,"Estonia","EE",0,0,0,0,0,0
7219,2012,1,"Agriculture and Rural Development","AGRI",19,"Hungary","HU",0,0,0,0,0,0
7220,2012,1,"Agriculture and Rural Development","AGRI",20,"Latvia","LV",0,0,0,0,0,0
7221,2012,1,"Agriculture and Rural Development","AGRI",21,"Lithuania","LT",0,0,0,0,0,0
7222,2012,1,"Agriculture and Rural Development","AGRI",22,"Malta","MT",0,0,0,0,0,0
7223,2012,1,"Agriculture and Rural Development","AGRI",23,"Poland","PL",0,0,0,0,0,0
7224,2012,1,"Agriculture and Rural Development","AGRI",24,"Slovakia","SK",0,0,0,0,0,0
7225,2012,1,"Agriculture and Rural Development","AGRI",25,"Slovenia","SI",0,0,0,0,0,0
7226,2012,1,"Agriculture and Rural Development","AGRI",26,"Bulgaria","BG",0,0,0,0,0,0
7227,2012,1,"Agriculture and Rural Development","AGRI",27,"Romania","RO",0,0,0,0,0,0
7228,2012,2,"Budget","BUDG",1,"Belgium","BE",1,0,0,0,0,0
7229,2012,2,"Budget","BUDG",2,"France","FR",0,0,0,0,0,0
7230,2012,2,"Budget","BUDG",3,"Germany","DE",0,0,0,0,0,0
7231,2012,2,"Budget","BUDG",4,"Italy","IT",0,0,0,0,0,0
7232,2012,2,"Budget","BUDG",5,"Luxembourg","LU",0,0,0,0,0,0
7233,2012,2,"Budget","BUDG",6,"Netherlands","NL",0,0,0,0,0,0
7234,2012,2,"Budget","BUDG",7,"Denmark","DK",0,0,0,0,0,0
7235,2012,2,"Budget","BUDG",8,"Ireland","IE",0,0,0,0,0,0
7236,2012,2,"Budget","BUDG",9,"United Kingdom","UK",0,0,1,0,0,0
7237,2012,2,"Budget","BUDG",10,"Greece","EL",0,0,0,0,0,0
7238,2012,2,"Budget","BUDG",11,"Portugal","PT",0,0,1,0,0,0
7239,2012,2,"Budget","BUDG",12,"Spain","ES",0,0,0,0,0,0
7240,2012,2,"Budget","BUDG",13,"Austria","AT",0,0,0,0,0,0
7241,2012,2,"Budget","BUDG",14,"Finland","FI",0,0,0,0,0,0
7242,2012,2,"Budget","BUDG",15,"Sweden","SE",0,0,0,0,0,0
7243,2012,2,"Budget","BUDG",16,"Cyprus","CY",0,0,0,0,0,0
7244,2012,2,"Budget","BUDG",17,"Czech Republic","CZ",0,0,0,0,0,0
7245,2012,2,"Budget","BUDG",18,"Estonia","EE",0,0,0,0,0,0
7246,2012,2,"Budget","BUDG",19,"Hungary","HU",0,0,0,0,0,0
7247,2012,2,"Budget","BUDG",20,"Latvia","LV",0,0,0,0,0,0
7248,2012,2,"Budget","BUDG",21,"Lithuania","LT",0,0,0,0,0,0
7249,2012,2,"Budget","BUDG",22,"Malta","MT",0,0,0,0,0,0
7250,2012,2,"Budget","BUDG",23,"Poland","PL",0,0,0,0,0,0
7251,2012,2,"Budget","BUDG",24,"Slovakia","SK",0,0,0,0,0,0
7252,2012,2,"Budget","BUDG",25,"Slovenia","SI",0,0,0,0,0,0
7253,2012,2,"Budget","BUDG",26,"Bulgaria","BG",0,0,0,0,0,0
7254,2012,2,"Budget","BUDG",27,"Romania","RO",0,0,0,0,0,0
7255,2012,3,"Climate Action","CLIMA",1,"Belgium","BE",3,1,0,0,0,0
7256,2012,3,"Climate Action","CLIMA",2,"France","FR",0,0,0,0,0,0
7257,2012,3,"Climate Action","CLIMA",3,"Germany","DE",1,0,0,0,0,0
7258,2012,3,"Climate Action","CLIMA",4,"Italy","IT",1,1,0,0,0,0
7259,2012,3,"Climate Action","CLIMA",5,"Luxembourg","LU",0,0,0,0,0,0
7260,2012,3,"Climate Action","CLIMA",6,"Netherlands","NL",0,0,0,0,0,0
7261,2012,3,"Climate Action","CLIMA",7,"Denmark","DK",0,0,0,0,0,0
7262,2012,3,"Climate Action","CLIMA",8,"Ireland","IE",0,0,0,0,0,0
7263,2012,3,"Climate Action","CLIMA",9,"United Kingdom","UK",1,0,0,0,0,0
7264,2012,3,"Climate Action","CLIMA",10,"Greece","EL",3,1,0,0,0,0
7265,2012,3,"Climate Action","CLIMA",11,"Portugal","PT",0,0,0,0,0,0
7266,2012,3,"Climate Action","CLIMA",12,"Spain","ES",1,0,0,0,0,0
7267,2012,3,"Climate Action","CLIMA",13,"Austria","AT",2,0,0,0,0,0
7268,2012,3,"Climate Action","CLIMA",14,"Finland","FI",0,0,0,0,0,0
7269,2012,3,"Climate Action","CLIMA",15,"Sweden","SE",0,0,0,0,0,0
7270,2012,3,"Climate Action","CLIMA",16,"Cyprus","CY",0,0,0,0,0,0
7271,2012,3,"Climate Action","CLIMA",17,"Czech Republic","CZ",0,0,0,0,0,0
7272,2012,3,"Climate Action","CLIMA",18,"Estonia","EE",0,0,0,0,0,0
7273,2012,3,"Climate Action","CLIMA",19,"Hungary","HU",1,0,0,0,0,0
7274,2012,3,"Climate Action","CLIMA",20,"Latvia","LV",0,0,0,0,0,0
7275,2012,3,"Climate Action","CLIMA",21,"Lithuania","LT",0,0,0,0,0,0
7276,2012,3,"Climate Action","CLIMA",22,"Malta","MT",0,1,0,0,0,0
7277,2012,3,"Climate Action","CLIMA",23,"Poland","PL",2,1,0,0,0,0
7278,2012,3,"Climate Action","CLIMA",24,"Slovakia","SK",1,0,0,0,0,0
7279,2012,3,"Climate Action","CLIMA",25,"Slovenia","SI",0,0,0,0,0,0
7280,2012,3,"Climate Action","CLIMA",26,"Bulgaria","BG",1,1,0,0,0,0
7281,2012,3,"Climate Action","CLIMA",27,"Romania","RO",2,0,0,0,0,0
7282,2012,4,"Communication Networks, Content and Technology","CONNECT",1,"Belgium","BE",0,0,0,0,0,3
7283,2012,4,"Communication Networks, Content and Technology","CONNECT",2,"France","FR",0,0,0,0,0,0
7284,2012,4,"Communication Networks, Content and Technology","CONNECT",3,"Germany","DE",0,0,0,0,0,0
7285,2012,4,"Communication Networks, Content and Technology","CONNECT",4,"Italy","IT",1,0,0,0,0,0
7286,2012,4,"Communication Networks, Content and Technology","CONNECT",5,"Luxembourg","LU",0,0,0,0,0,0
7287,2012,4,"Communication Networks, Content and Technology","CONNECT",6,"Netherlands","NL",1,0,0,0,0,2
7288,2012,4,"Communication Networks, Content and Technology","CONNECT",7,"Denmark","DK",0,0,0,0,0,0
7289,2012,4,"Communication Networks, Content and Technology","CONNECT",8,"Ireland","IE",0,0,0,0,0,0
7290,2012,4,"Communication Networks, Content and Technology","CONNECT",9,"United Kingdom","UK",0,0,0,0,0,0
7291,2012,4,"Communication Networks, Content and Technology","CONNECT",10,"Greece","EL",0,0,0,0,0,0
7292,2012,4,"Communication Networks, Content and Technology","CONNECT",11,"Portugal","PT",0,0,0,0,0,2
7293,2012,4,"Communication Networks, Content and Technology","CONNECT",12,"Spain","ES",0,1,0,0,0,0
7294,2012,4,"Communication Networks, Content and Technology","CONNECT",13,"Austria","AT",0,0,0,0,0,0
7295,2012,4,"Communication Networks, Content and Technology","CONNECT",14,"Finland","FI",0,0,0,0,0,0
7296,2012,4,"Communication Networks, Content and Technology","CONNECT",15,"Sweden","SE",0,0,0,0,0,0
7297,2012,4,"Communication Networks, Content and Technology","CONNECT",16,"Cyprus","CY",0,0,0,0,0,0
7298,2012,4,"Communication Networks, Content and Technology","CONNECT",17,"Czech Republic","CZ",0,0,0,0,0,0
7299,2012,4,"Communication Networks, Content and Technology","CONNECT",18,"Estonia","EE",0,1,0,0,0,0
7300,2012,4,"Communication Networks, Content and Technology","CONNECT",19,"Hungary","HU",1,0,1,0,0,0
7301,2012,4,"Communication Networks, Content and Technology","CONNECT",20,"Latvia","LV",1,0,0,0,0,0
7302,2012,4,"Communication Networks, Content and Technology","CONNECT",21,"Lithuania","LT",0,0,0,0,0,0
7303,2012,4,"Communication Networks, Content and Technology","CONNECT",22,"Malta","MT",0,0,0,0,0,0
7304,2012,4,"Communication Networks, Content and Technology","CONNECT",23,"Poland","PL",0,0,0,0,0,3
7305,2012,4,"Communication Networks, Content and Technology","CONNECT",24,"Slovakia","SK",0,0,0,0,0,0
7306,2012,4,"Communication Networks, Content and Technology","CONNECT",25,"Slovenia","SI",0,0,0,0,0,2
7307,2012,4,"Communication Networks, Content and Technology","CONNECT",26,"Bulgaria","BG",1,0,0,0,0,0
7308,2012,4,"Communication Networks, Content and Technology","CONNECT",27,"Romania","RO",0,0,0,0,0,0
7309,2012,5,"Competition","COMP",1,"Belgium","BE",0,0,0,0,0,0
7310,2012,5,"Competition","COMP",2,"France","FR",0,0,0,0,0,0
7311,2012,5,"Competition","COMP",3,"Germany","DE",0,0,0,0,0,0
7312,2012,5,"Competition","COMP",4,"Italy","IT",0,0,0,2,0,0
7313,2012,5,"Competition","COMP",5,"Luxembourg","LU",0,0,0,0,0,0
7314,2012,5,"Competition","COMP",6,"Netherlands","NL",0,0,0,0,0,0
7315,2012,5,"Competition","COMP",7,"Denmark","DK",0,0,0,0,0,0
7316,2012,5,"Competition","COMP",8,"Ireland","IE",0,0,0,0,0,0
7317,2012,5,"Competition","COMP",9,"United Kingdom","UK",0,0,0,0,0,0
7318,2012,5,"Competition","COMP",10,"Greece","EL",0,0,0,0,0,0
7319,2012,5,"Competition","COMP",11,"Portugal","PT",0,0,0,0,0,0
7320,2012,5,"Competition","COMP",12,"Spain","ES",0,0,0,0,0,0
7321,2012,5,"Competition","COMP",13,"Austria","AT",0,0,0,0,0,0
7322,2012,5,"Competition","COMP",14,"Finland","FI",0,0,0,0,0,0
7323,2012,5,"Competition","COMP",15,"Sweden","SE",0,0,0,0,0,0
7324,2012,5,"Competition","COMP",16,"Cyprus","CY",0,0,0,0,0,0
7325,2012,5,"Competition","COMP",17,"Czech Republic","CZ",0,0,0,0,0,0
7326,2012,5,"Competition","COMP",18,"Estonia","EE",0,0,0,0,0,0
7327,2012,5,"Competition","COMP",19,"Hungary","HU",0,0,0,0,0,0
7328,2012,5,"Competition","COMP",20,"Latvia","LV",0,0,0,0,0,0
7329,2012,5,"Competition","COMP",21,"Lithuania","LT",0,0,0,0,0,0
7330,2012,5,"Competition","COMP",22,"Malta","MT",0,0,0,0,0,0
7331,2012,5,"Competition","COMP",23,"Poland","PL",0,0,0,0,0,0
7332,2012,5,"Competition","COMP",24,"Slovakia","SK",0,0,0,0,0,0
7333,2012,5,"Competition","COMP",25,"Slovenia","SI",0,0,0,0,0,0
7334,2012,5,"Competition","COMP",26,"Bulgaria","BG",0,1,0,0,0,0
7335,2012,5,"Competition","COMP",27,"Romania","RO",0,0,0,0,0,0
7336,2012,6,"Defence Industry and Space","DEFIS",1,"Belgium","BE",0,0,0,0,0,0
7337,2012,6,"Defence Industry and Space","DEFIS",2,"France","FR",0,0,0,0,0,0
7338,2012,6,"Defence Industry and Space","DEFIS",3,"Germany","DE",0,0,0,0,0,0
7339,2012,6,"Defence Industry and Space","DEFIS",4,"Italy","IT",0,0,0,0,0,0
7340,2012,6,"Defence Industry and Space","DEFIS",5,"Luxembourg","LU",0,0,0,0,0,0
7341,2012,6,"Defence Industry and Space","DEFIS",6,"Netherlands","NL",0,0,0,0,0,0
7342,2012,6,"Defence Industry and Space","DEFIS",7,"Denmark","DK",0,0,0,0,0,0
7343,2012,6,"Defence Industry and Space","DEFIS",8,"Ireland","IE",0,0,0,0,0,0
7344,2012,6,"Defence Industry and Space","DEFIS",9,"United Kingdom","UK",0,0,0,0,0,0
7345,2012,6,"Defence Industry and Space","DEFIS",10,"Greece","EL",0,0,0,0,0,0
7346,2012,6,"Defence Industry and Space","DEFIS",11,"Portugal","PT",0,0,0,0,0,0
7347,2012,6,"Defence Industry and Space","DEFIS",12,"Spain","ES",0,0,0,0,0,0
7348,2012,6,"Defence Industry and Space","DEFIS",13,"Austria","AT",0,0,0,0,0,0
7349,2012,6,"Defence Industry and Space","DEFIS",14,"Finland","FI",0,0,0,0,0,0
7350,2012,6,"Defence Industry and Space","DEFIS",15,"Sweden","SE",0,0,0,0,0,0
7351,2012,6,"Defence Industry and Space","DEFIS",16,"Cyprus","CY",0,0,0,0,0,0
7352,2012,6,"Defence Industry and Space","DEFIS",17,"Czech Republic","CZ",0,0,0,0,0,0
7353,2012,6,"Defence Industry and Space","DEFIS",18,"Estonia","EE",0,0,0,0,0,0
7354,2012,6,"Defence Industry and Space","DEFIS",19,"Hungary","HU",0,0,0,0,0,0
7355,2012,6,"Defence Industry and Space","DEFIS",20,"Latvia","LV",0,0,0,0,0,0
7356,2012,6,"Defence Industry and Space","DEFIS",21,"Lithuania","LT",0,0,0,0,0,0
7357,2012,6,"Defence Industry and Space","DEFIS",22,"Malta","MT",0,0,0,0,0,0
7358,2012,6,"Defence Industry and Space","DEFIS",23,"Poland","PL",0,0,0,0,0,0
7359,2012,6,"Defence Industry and Space","DEFIS",24,"Slovakia","SK",0,0,0,0,0,0
7360,2012,6,"Defence Industry and Space","DEFIS",25,"Slovenia","SI",0,0,0,0,0,0
7361,2012,6,"Defence Industry and Space","DEFIS",26,"Bulgaria","BG",0,0,0,0,0,0
7362,2012,6,"Defence Industry and Space","DEFIS",27,"Romania","RO",0,0,0,0,0,0
7363,2012,7,"Economic and Financial Affairs","ECFIN",1,"Belgium","BE",0,0,0,0,0,0
7364,2012,7,"Economic and Financial Affairs","ECFIN",2,"France","FR",0,0,0,0,0,0
7365,2012,7,"Economic and Financial Affairs","ECFIN",3,"Germany","DE",0,0,0,0,0,0
7366,2012,7,"Economic and Financial Affairs","ECFIN",4,"Italy","IT",0,0,0,0,0,0
7367,2012,7,"Economic and Financial Affairs","ECFIN",5,"Luxembourg","LU",0,0,0,0,0,0
7368,2012,7,"Economic and Financial Affairs","ECFIN",6,"Netherlands","NL",0,0,0,0,0,0
7369,2012,7,"Economic and Financial Affairs","ECFIN",7,"Denmark","DK",0,0,0,0,0,0
7370,2012,7,"Economic and Financial Affairs","ECFIN",8,"Ireland","IE",0,0,0,0,0,0
7371,2012,7,"Economic and Financial Affairs","ECFIN",9,"United Kingdom","UK",0,0,0,0,0,0
7372,2012,7,"Economic and Financial Affairs","ECFIN",10,"Greece","EL",0,0,0,0,0,0
7373,2012,7,"Economic and Financial Affairs","ECFIN",11,"Portugal","PT",0,0,0,0,0,0
7374,2012,7,"Economic and Financial Affairs","ECFIN",12,"Spain","ES",0,0,0,0,0,0
7375,2012,7,"Economic and Financial Affairs","ECFIN",13,"Austria","AT",0,0,0,0,0,0
7376,2012,7,"Economic and Financial Affairs","ECFIN",14,"Finland","FI",0,0,0,0,0,0
7377,2012,7,"Economic and Financial Affairs","ECFIN",15,"Sweden","SE",0,0,0,0,0,0
7378,2012,7,"Economic and Financial Affairs","ECFIN",16,"Cyprus","CY",0,0,0,0,0,0
7379,2012,7,"Economic and Financial Affairs","ECFIN",17,"Czech Republic","CZ",0,0,0,0,0,0
7380,2012,7,"Economic and Financial Affairs","ECFIN",18,"Estonia","EE",0,0,0,0,0,0
7381,2012,7,"Economic and Financial Affairs","ECFIN",19,"Hungary","HU",2,0,0,0,0,0
7382,2012,7,"Economic and Financial Affairs","ECFIN",20,"Latvia","LV",0,0,0,0,0,0
7383,2012,7,"Economic and Financial Affairs","ECFIN",21,"Lithuania","LT",0,0,0,0,0,0
7384,2012,7,"Economic and Financial Affairs","ECFIN",22,"Malta","MT",0,0,0,0,0,0
7385,2012,7,"Economic and Financial Affairs","ECFIN",23,"Poland","PL",0,0,0,0,0,0
7386,2012,7,"Economic and Financial Affairs","ECFIN",24,"Slovakia","SK",0,0,0,0,0,0
7387,2012,7,"Economic and Financial Affairs","ECFIN",25,"Slovenia","SI",0,0,0,0,0,0
7388,2012,7,"Economic and Financial Affairs","ECFIN",26,"Bulgaria","BG",0,0,0,0,0,0
7389,2012,7,"Economic and Financial Affairs","ECFIN",27,"Romania","RO",0,0,0,0,0,0
7390,2012,8,"Education, Youth, Sport and Culture","EAC",1,"Belgium","BE",0,0,0,0,0,0
7391,2012,8,"Education, Youth, Sport and Culture","EAC",2,"France","FR",0,0,0,0,0,0
7392,2012,8,"Education, Youth, Sport and Culture","EAC",3,"Germany","DE",0,0,0,0,0,0
7393,2012,8,"Education, Youth, Sport and Culture","EAC",4,"Italy","IT",0,0,0,0,0,0
7394,2012,8,"Education, Youth, Sport and Culture","EAC",5,"Luxembourg","LU",0,0,0,0,0,0
7395,2012,8,"Education, Youth, Sport and Culture","EAC",6,"Netherlands","NL",2,1,0,0,0,0
7396,2012,8,"Education, Youth, Sport and Culture","EAC",7,"Denmark","DK",0,0,0,0,0,0
7397,2012,8,"Education, Youth, Sport and Culture","EAC",8,"Ireland","IE",0,0,0,0,0,0
7398,2012,8,"Education, Youth, Sport and Culture","EAC",9,"United Kingdom","UK",0,0,0,0,0,0
7399,2012,8,"Education, Youth, Sport and Culture","EAC",10,"Greece","EL",0,0,0,0,0,0
7400,2012,8,"Education, Youth, Sport and Culture","EAC",11,"Portugal","PT",0,0,0,0,0,0
7401,2012,8,"Education, Youth, Sport and Culture","EAC",12,"Spain","ES",0,0,0,0,0,0
7402,2012,8,"Education, Youth, Sport and Culture","EAC",13,"Austria","AT",0,0,0,0,0,0
7403,2012,8,"Education, Youth, Sport and Culture","EAC",14,"Finland","FI",0,0,0,0,0,0
7404,2012,8,"Education, Youth, Sport and Culture","EAC",15,"Sweden","SE",0,0,0,0,0,0
7405,2012,8,"Education, Youth, Sport and Culture","EAC",16,"Cyprus","CY",0,0,0,0,0,0
7406,2012,8,"Education, Youth, Sport and Culture","EAC",17,"Czech Republic","CZ",0,0,0,0,0,0
7407,2012,8,"Education, Youth, Sport and Culture","EAC",18,"Estonia","EE",0,0,0,0,0,0
7408,2012,8,"Education, Youth, Sport and Culture","EAC",19,"Hungary","HU",0,0,0,0,0,0
7409,2012,8,"Education, Youth, Sport and Culture","EAC",20,"Latvia","LV",0,0,0,0,0,0
7410,2012,8,"Education, Youth, Sport and Culture","EAC",21,"Lithuania","LT",0,0,0,0,0,0
7411,2012,8,"Education, Youth, Sport and Culture","EAC",22,"Malta","MT",0,0,0,0,0,0
7412,2012,8,"Education, Youth, Sport and Culture","EAC",23,"Poland","PL",0,0,0,0,0,0
7413,2012,8,"Education, Youth, Sport and Culture","EAC",24,"Slovakia","SK",1,0,0,0,0,0
7414,2012,8,"Education, Youth, Sport and Culture","EAC",25,"Slovenia","SI",0,0,0,0,0,0
7415,2012,8,"Education, Youth, Sport and Culture","EAC",26,"Bulgaria","BG",0,0,0,0,0,0
7416,2012,8,"Education, Youth, Sport and Culture","EAC",27,"Romania","RO",0,0,0,0,0,0
7417,2012,9,"Employment, Social Affairs and Inclusion","EMPL",1,"Belgium","BE",2,1,0,0,0,0
7418,2012,9,"Employment, Social Affairs and Inclusion","EMPL",2,"France","FR",3,0,0,0,0,0
7419,2012,9,"Employment, Social Affairs and Inclusion","EMPL",3,"Germany","DE",0,0,0,0,0,0
7420,2012,9,"Employment, Social Affairs and Inclusion","EMPL",4,"Italy","IT",6,3,1,0,0,0
7421,2012,9,"Employment, Social Affairs and Inclusion","EMPL",5,"Luxembourg","LU",3,1,0,0,0,0
7422,2012,9,"Employment, Social Affairs and Inclusion","EMPL",6,"Netherlands","NL",1,2,0,1,0,0
7423,2012,9,"Employment, Social Affairs and Inclusion","EMPL",7,"Denmark","DK",2,1,0,0,0,0
7424,2012,9,"Employment, Social Affairs and Inclusion","EMPL",8,"Ireland","IE",1,0,0,0,0,0
7425,2012,9,"Employment, Social Affairs and Inclusion","EMPL",9,"United Kingdom","UK",2,2,0,0,0,0
7426,2012,9,"Employment, Social Affairs and Inclusion","EMPL",10,"Greece","EL",3,2,0,0,0,0
7427,2012,9,"Employment, Social Affairs and Inclusion","EMPL",11,"Portugal","PT",3,0,0,0,0,0
7428,2012,9,"Employment, Social Affairs and Inclusion","EMPL",12,"Spain","ES",3,2,0,0,0,0
7429,2012,9,"Employment, Social Affairs and Inclusion","EMPL",13,"Austria","AT",2,1,0,0,0,0
7430,2012,9,"Employment, Social Affairs and Inclusion","EMPL",14,"Finland","FI",2,0,0,0,0,0
7431,2012,9,"Employment, Social Affairs and Inclusion","EMPL",15,"Sweden","SE",1,1,0,0,0,0
7432,2012,9,"Employment, Social Affairs and Inclusion","EMPL",16,"Cyprus","CY",3,2,0,0,0,0
7433,2012,9,"Employment, Social Affairs and Inclusion","EMPL",17,"Czech Republic","CZ",1,0,0,0,0,0
7434,2012,9,"Employment, Social Affairs and Inclusion","EMPL",18,"Estonia","EE",1,1,0,0,0,0
7435,2012,9,"Employment, Social Affairs and Inclusion","EMPL",19,"Hungary","HU",0,0,0,0,0,0
7436,2012,9,"Employment, Social Affairs and Inclusion","EMPL",20,"Latvia","LV",0,0,0,0,0,0
7437,2012,9,"Employment, Social Affairs and Inclusion","EMPL",21,"Lithuania","LT",0,0,0,0,0,0
7438,2012,9,"Employment, Social Affairs and Inclusion","EMPL",22,"Malta","MT",1,1,0,0,0,0
7439,2012,9,"Employment, Social Affairs and Inclusion","EMPL",23,"Poland","PL",0,0,0,0,0,0
7440,2012,9,"Employment, Social Affairs and Inclusion","EMPL",24,"Slovakia","SK",2,2,0,0,0,0
7441,2012,9,"Employment, Social Affairs and Inclusion","EMPL",25,"Slovenia","SI",0,0,0,0,0,0
7442,2012,9,"Employment, Social Affairs and Inclusion","EMPL",26,"Bulgaria","BG",1,0,0,0,0,0
7443,2012,9,"Employment, Social Affairs and Inclusion","EMPL",27,"Romania","RO",2,0,0,0,0,0
7444,2012,10,"Energy","ENER",1,"Belgium","BE",1,0,0,0,0,0
7445,2012,10,"Energy","ENER",2,"France","FR",1,1,0,0,0,0
7446,2012,10,"Energy","ENER",3,"Germany","DE",1,0,0,0,0,0
7447,2012,10,"Energy","ENER",4,"Italy","IT",1,1,1,0,0,0
7448,2012,10,"Energy","ENER",5,"Luxembourg","LU",1,3,0,0,0,0
7449,2012,10,"Energy","ENER",6,"Netherlands","NL",1,2,0,0,0,0
7450,2012,10,"Energy","ENER",7,"Denmark","DK",0,0,0,0,0,0
7451,2012,10,"Energy","ENER",8,"Ireland","IE",0,3,1,0,0,0
7452,2012,10,"Energy","ENER",9,"United Kingdom","UK",2,2,1,0,0,0
7453,2012,10,"Energy","ENER",10,"Greece","EL",1,2,0,0,0,0
7454,2012,10,"Energy","ENER",11,"Portugal","PT",1,1,0,0,0,0
7455,2012,10,"Energy","ENER",12,"Spain","ES",1,2,0,0,0,0
7456,2012,10,"Energy","ENER",13,"Austria","AT",1,2,0,0,0,0
7457,2012,10,"Energy","ENER",14,"Finland","FI",1,3,0,0,0,2
7458,2012,10,"Energy","ENER",15,"Sweden","SE",0,2,0,0,0,0
7459,2012,10,"Energy","ENER",16,"Cyprus","CY",1,4,0,0,0,0
7460,2012,10,"Energy","ENER",17,"Czech Republic","CZ",2,1,0,0,0,0
