"key_ID","year","directorate_general_ID","directorate_general","directorate_general_code","case_type_ID","case_type","decision_stage_ID","decision_stage","count_decisions"
2957,2010,7,"Economic and Financial Affairs","ECFIN",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
2958,2010,7,"Economic and Financial Affairs","ECFIN",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
2959,2010,7,"Economic and Financial Affairs","ECFIN",2,"nonconformity",1,"Letter of formal notice (Art. 258)",0
2960,2010,7,"Economic and Financial Affairs","ECFIN",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
2961,2010,7,"Economic and Financial Affairs","ECFIN",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
2962,2010,7,"Economic and Financial Affairs","ECFIN",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
2963,2010,7,"Economic and Financial Affairs","ECFIN",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
2964,2010,7,"Economic and Financial Affairs","ECFIN",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
2965,2010,8,"Education, Youth, Sport and Culture","EAC",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
2966,2010,8,"Education, Youth, Sport and Culture","EAC",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
2967,2010,8,"Education, Youth, Sport and Culture","EAC",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
2968,2010,8,"Education, Youth, Sport and Culture","EAC",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
2969,2010,8,"Education, Youth, Sport and Culture","EAC",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
2970,2010,8,"Education, Youth, Sport and Culture","EAC",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
2971,2010,8,"Education, Youth, Sport and Culture","EAC",2,"nonconformity",1,"Letter of formal notice (Art. 258)",3
2972,2010,8,"Education, Youth, Sport and Culture","EAC",2,"nonconformity",2,"Reasoned opinion (Art. 258)",3
2973,2010,8,"Education, Youth, Sport and Culture","EAC",2,"nonconformity",3,"Referral to the Court (Art. 258)",1
2974,2010,8,"Education, Youth, Sport and Culture","EAC",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
2975,2010,8,"Education, Youth, Sport and Culture","EAC",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
2976,2010,8,"Education, Youth, Sport and Culture","EAC",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
2977,2010,9,"Employment, Social Affairs and Inclusion","EMPL",1,"noncommunication",1,"Letter of formal notice (Art. 258)",14
2978,2010,9,"Employment, Social Affairs and Inclusion","EMPL",1,"noncommunication",2,"Reasoned opinion (Art. 258)",2
2979,2010,9,"Employment, Social Affairs and Inclusion","EMPL",1,"noncommunication",3,"Referral to the Court (Art. 258)",4
2980,2010,9,"Employment, Social Affairs and Inclusion","EMPL",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
2981,2010,9,"Employment, Social Affairs and Inclusion","EMPL",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
2982,2010,9,"Employment, Social Affairs and Inclusion","EMPL",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
2983,2010,9,"Employment, Social Affairs and Inclusion","EMPL",2,"nonconformity",1,"Letter of formal notice (Art. 258)",29
2984,2010,9,"Employment, Social Affairs and Inclusion","EMPL",2,"nonconformity",2,"Reasoned opinion (Art. 258)",11
2985,2010,9,"Employment, Social Affairs and Inclusion","EMPL",2,"nonconformity",3,"Referral to the Court (Art. 258)",1
2986,2010,9,"Employment, Social Affairs and Inclusion","EMPL",2,"nonconformity",4,"Letter of formal notice (Art. 260)",1
2987,2010,9,"Employment, Social Affairs and Inclusion","EMPL",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
2988,2010,9,"Employment, Social Affairs and Inclusion","EMPL",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
2989,2010,10,"Energy","ENER",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
2990,2010,10,"Energy","ENER",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
2991,2010,10,"Energy","ENER",1,"noncommunication",3,"Referral to the Court (Art. 258)",1
2992,2010,10,"Energy","ENER",1,"noncommunication",4,"Letter of formal notice (Art. 260)",1
2993,2010,10,"Energy","ENER",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
2994,2010,10,"Energy","ENER",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
2995,2010,10,"Energy","ENER",2,"nonconformity",1,"Letter of formal notice (Art. 258)",23
2996,2010,10,"Energy","ENER",2,"nonconformity",2,"Reasoned opinion (Art. 258)",46
2997,2010,10,"Energy","ENER",2,"nonconformity",3,"Referral to the Court (Art. 258)",1
2998,2010,10,"Energy","ENER",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
2999,2010,10,"Energy","ENER",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
3000,2010,10,"Energy","ENER",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
3001,2010,11,"Enterprise and Industry","ENTR",1,"noncommunication",1,"Letter of formal notice (Art. 258)",37
3002,2010,11,"Enterprise and Industry","ENTR",1,"noncommunication",2,"Reasoned opinion (Art. 258)",16
3003,2010,11,"Enterprise and Industry","ENTR",1,"noncommunication",3,"Referral to the Court (Art. 258)",5
3004,2010,11,"Enterprise and Industry","ENTR",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
3005,2010,11,"Enterprise and Industry","ENTR",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
3006,2010,11,"Enterprise and Industry","ENTR",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
3007,2010,11,"Enterprise and Industry","ENTR",2,"nonconformity",1,"Letter of formal notice (Art. 258)",10
3008,2010,11,"Enterprise and Industry","ENTR",2,"nonconformity",2,"Reasoned opinion (Art. 258)",6
3009,2010,11,"Enterprise and Industry","ENTR",2,"nonconformity",3,"Referral to the Court (Art. 258)",1
3010,2010,11,"Enterprise and Industry","ENTR",2,"nonconformity",4,"Letter of formal notice (Art. 260)",2
3011,2010,11,"Enterprise and Industry","ENTR",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
3012,2010,11,"Enterprise and Industry","ENTR",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
3013,2010,12,"Environment","ENV",1,"noncommunication",1,"Letter of formal notice (Art. 258)",169
3014,2010,12,"Environment","ENV",1,"noncommunication",2,"Reasoned opinion (Art. 258)",53
3015,2010,12,"Environment","ENV",1,"noncommunication",3,"Referral to the Court (Art. 258)",20
3016,2010,12,"Environment","ENV",1,"noncommunication",4,"Letter of formal notice (Art. 260)",2
3017,2010,12,"Environment","ENV",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
3018,2010,12,"Environment","ENV",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
3019,2010,12,"Environment","ENV",2,"nonconformity",1,"Letter of formal notice (Art. 258)",75
3020,2010,12,"Environment","ENV",2,"nonconformity",2,"Reasoned opinion (Art. 258)",62
3021,2010,12,"Environment","ENV",2,"nonconformity",3,"Referral to the Court (Art. 258)",25
3022,2010,12,"Environment","ENV",2,"nonconformity",4,"Letter of formal notice (Art. 260)",20
3023,2010,12,"Environment","ENV",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
3024,2010,12,"Environment","ENV",2,"nonconformity",6,"Referral to the Court (Art. 260)",1
3025,2010,13,"European Neighbourhood and Enlargement Negotiations","NEAR",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
3026,2010,13,"European Neighbourhood and Enlargement Negotiations","NEAR",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
3027,2010,13,"European Neighbourhood and Enlargement Negotiations","NEAR",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
3028,2010,13,"European Neighbourhood and Enlargement Negotiations","NEAR",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
3029,2010,13,"European Neighbourhood and Enlargement Negotiations","NEAR",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
3030,2010,13,"European Neighbourhood and Enlargement Negotiations","NEAR",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
3031,2010,13,"European Neighbourhood and Enlargement Negotiations","NEAR",2,"nonconformity",1,"Letter of formal notice (Art. 258)",0
3032,2010,13,"European Neighbourhood and Enlargement Negotiations","NEAR",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
3033,2010,13,"European Neighbourhood and Enlargement Negotiations","NEAR",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
3034,2010,13,"European Neighbourhood and Enlargement Negotiations","NEAR",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
3035,2010,13,"European Neighbourhood and Enlargement Negotiations","NEAR",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
3036,2010,13,"European Neighbourhood and Enlargement Negotiations","NEAR",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
3037,2010,14,"Eurostat","EUROSTAT",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
3038,2010,14,"Eurostat","EUROSTAT",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
3039,2010,14,"Eurostat","EUROSTAT",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
3040,2010,14,"Eurostat","EUROSTAT",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
3041,2010,14,"Eurostat","EUROSTAT",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
3042,2010,14,"Eurostat","EUROSTAT",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
3043,2010,14,"Eurostat","EUROSTAT",2,"nonconformity",1,"Letter of formal notice (Art. 258)",1
3044,2010,14,"Eurostat","EUROSTAT",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
3045,2010,14,"Eurostat","EUROSTAT",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
3046,2010,14,"Eurostat","EUROSTAT",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
3047,2010,14,"Eurostat","EUROSTAT",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
3048,2010,14,"Eurostat","EUROSTAT",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
3049,2010,15,"External Relations","RELEX",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
3050,2010,15,"External Relations","RELEX",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
3051,2010,15,"External Relations","RELEX",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
3052,2010,15,"External Relations","RELEX",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
3053,2010,15,"External Relations","RELEX",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
3054,2010,15,"External Relations","RELEX",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
3055,2010,15,"External Relations","RELEX",2,"nonconformity",1,"Letter of formal notice (Art. 258)",0
3056,2010,15,"External Relations","RELEX",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
3057,2010,15,"External Relations","RELEX",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
3058,2010,15,"External Relations","RELEX",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
3059,2010,15,"External Relations","RELEX",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
3060,2010,15,"External Relations","RELEX",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
3061,2010,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
3062,2010,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
3063,2010,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
3064,2010,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
3065,2010,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
3066,2010,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
3067,2010,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",2,"nonconformity",1,"Letter of formal notice (Art. 258)",1
3068,2010,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
3069,2010,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
3070,2010,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
3071,2010,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
3072,2010,16,"Financial Stability, Financial Services and Capital Markets Union","FISMA",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
3073,2010,17,"Health and Consumers","SANCO",1,"noncommunication",1,"Letter of formal notice (Art. 258)",254
3074,2010,17,"Health and Consumers","SANCO",1,"noncommunication",2,"Reasoned opinion (Art. 258)",35
3075,2010,17,"Health and Consumers","SANCO",1,"noncommunication",3,"Referral to the Court (Art. 258)",2
3076,2010,17,"Health and Consumers","SANCO",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
3077,2010,17,"Health and Consumers","SANCO",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
3078,2010,17,"Health and Consumers","SANCO",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
3079,2010,17,"Health and Consumers","SANCO",2,"nonconformity",1,"Letter of formal notice (Art. 258)",15
3080,2010,17,"Health and Consumers","SANCO",2,"nonconformity",2,"Reasoned opinion (Art. 258)",12
3081,2010,17,"Health and Consumers","SANCO",2,"nonconformity",3,"Referral to the Court (Art. 258)",3
3082,2010,17,"Health and Consumers","SANCO",2,"nonconformity",4,"Letter of formal notice (Art. 260)",1
3083,2010,17,"Health and Consumers","SANCO",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
3084,2010,17,"Health and Consumers","SANCO",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
3085,2010,18,"Health and Food Safety","SANTE",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
3086,2010,18,"Health and Food Safety","SANTE",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
3087,2010,18,"Health and Food Safety","SANTE",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
3088,2010,18,"Health and Food Safety","SANTE",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
3089,2010,18,"Health and Food Safety","SANTE",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
3090,2010,18,"Health and Food Safety","SANTE",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
3091,2010,18,"Health and Food Safety","SANTE",2,"nonconformity",1,"Letter of formal notice (Art. 258)",1
3092,2010,18,"Health and Food Safety","SANTE",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
3093,2010,18,"Health and Food Safety","SANTE",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
3094,2010,18,"Health and Food Safety","SANTE",2,"nonconformity",4,"Letter of formal notice (Art. 260)",1
3095,2010,18,"Health and Food Safety","SANTE",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
3096,2010,18,"Health and Food Safety","SANTE",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
3097,2010,19,"Human Resources and Security","HR",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
3098,2010,19,"Human Resources and Security","HR",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
3099,2010,19,"Human Resources and Security","HR",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
3100,2010,19,"Human Resources and Security","HR",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
3101,2010,19,"Human Resources and Security","HR",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
3102,2010,19,"Human Resources and Security","HR",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
3103,2010,19,"Human Resources and Security","HR",2,"nonconformity",1,"Letter of formal notice (Art. 258)",0
3104,2010,19,"Human Resources and Security","HR",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
3105,2010,19,"Human Resources and Security","HR",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
3106,2010,19,"Human Resources and Security","HR",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
3107,2010,19,"Human Resources and Security","HR",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
3108,2010,19,"Human Resources and Security","HR",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
3109,2010,20,"Internal Market and Services","MARKT",1,"noncommunication",1,"Letter of formal notice (Art. 258)",112
3110,2010,20,"Internal Market and Services","MARKT",1,"noncommunication",2,"Reasoned opinion (Art. 258)",37
3111,2010,20,"Internal Market and Services","MARKT",1,"noncommunication",3,"Referral to the Court (Art. 258)",13
3112,2010,20,"Internal Market and Services","MARKT",1,"noncommunication",4,"Letter of formal notice (Art. 260)",11
3113,2010,20,"Internal Market and Services","MARKT",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
3114,2010,20,"Internal Market and Services","MARKT",1,"noncommunication",6,"Referral to the Court (Art. 260)",1
3115,2010,20,"Internal Market and Services","MARKT",2,"nonconformity",1,"Letter of formal notice (Art. 258)",67
3116,2010,20,"Internal Market and Services","MARKT",2,"nonconformity",2,"Reasoned opinion (Art. 258)",31
3117,2010,20,"Internal Market and Services","MARKT",2,"nonconformity",3,"Referral to the Court (Art. 258)",16
3118,2010,20,"Internal Market and Services","MARKT",2,"nonconformity",4,"Letter of formal notice (Art. 260)",7
3119,2010,20,"Internal Market and Services","MARKT",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
3120,2010,20,"Internal Market and Services","MARKT",2,"nonconformity",6,"Referral to the Court (Art. 260)",1
3121,2010,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
3122,2010,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
3123,2010,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
3124,2010,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
3125,2010,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
3126,2010,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
3127,2010,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",2,"nonconformity",1,"Letter of formal notice (Art. 258)",2
3128,2010,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",2,"nonconformity",2,"Reasoned opinion (Art. 258)",3
3129,2010,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",2,"nonconformity",3,"Referral to the Court (Art. 258)",2
3130,2010,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
3131,2010,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
3132,2010,21,"Internal Market, Industry, Entrepreneurship and SMEs","GROW",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
3133,2010,22,"Justice and Consumers","JUST",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
3134,2010,22,"Justice and Consumers","JUST",1,"noncommunication",2,"Reasoned opinion (Art. 258)",5
3135,2010,22,"Justice and Consumers","JUST",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
3136,2010,22,"Justice and Consumers","JUST",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
3137,2010,22,"Justice and Consumers","JUST",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
3138,2010,22,"Justice and Consumers","JUST",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
3139,2010,22,"Justice and Consumers","JUST",2,"nonconformity",1,"Letter of formal notice (Art. 258)",9
3140,2010,22,"Justice and Consumers","JUST",2,"nonconformity",2,"Reasoned opinion (Art. 258)",14
3141,2010,22,"Justice and Consumers","JUST",2,"nonconformity",3,"Referral to the Court (Art. 258)",2
3142,2010,22,"Justice and Consumers","JUST",2,"nonconformity",4,"Letter of formal notice (Art. 260)",2
3143,2010,22,"Justice and Consumers","JUST",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
3144,2010,22,"Justice and Consumers","JUST",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
3145,2010,23,"Legal Service","SJ",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
3146,2010,23,"Legal Service","SJ",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
3147,2010,23,"Legal Service","SJ",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
3148,2010,23,"Legal Service","SJ",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
3149,2010,23,"Legal Service","SJ",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
3150,2010,23,"Legal Service","SJ",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
3151,2010,23,"Legal Service","SJ",2,"nonconformity",1,"Letter of formal notice (Art. 258)",0
3152,2010,23,"Legal Service","SJ",2,"nonconformity",2,"Reasoned opinion (Art. 258)",1
3153,2010,23,"Legal Service","SJ",2,"nonconformity",3,"Referral to the Court (Art. 258)",1
3154,2010,23,"Legal Service","SJ",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
3155,2010,23,"Legal Service","SJ",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
3156,2010,23,"Legal Service","SJ",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
3157,2010,24,"Maritime Affairs and Fisheries","MARE",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
3158,2010,24,"Maritime Affairs and Fisheries","MARE",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
3159,2010,24,"Maritime Affairs and Fisheries","MARE",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
3160,2010,24,"Maritime Affairs and Fisheries","MARE",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
3161,2010,24,"Maritime Affairs and Fisheries","MARE",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
3162,2010,24,"Maritime Affairs and Fisheries","MARE",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
3163,2010,24,"Maritime Affairs and Fisheries","MARE",2,"nonconformity",1,"Letter of formal notice (Art. 258)",0
3164,2010,24,"Maritime Affairs and Fisheries","MARE",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
3165,2010,24,"Maritime Affairs and Fisheries","MARE",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
3166,2010,24,"Maritime Affairs and Fisheries","MARE",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
3167,2010,24,"Maritime Affairs and Fisheries","MARE",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
3168,2010,24,"Maritime Affairs and Fisheries","MARE",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
3169,2010,25,"Migration and Home Affairs","HOME",1,"noncommunication",1,"Letter of formal notice (Art. 258)",17
3170,2010,25,"Migration and Home Affairs","HOME",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
3171,2010,25,"Migration and Home Affairs","HOME",1,"noncommunication",3,"Referral to the Court (Art. 258)",4
3172,2010,25,"Migration and Home Affairs","HOME",1,"noncommunication",4,"Letter of formal notice (Art. 260)",2
3173,2010,25,"Migration and Home Affairs","HOME",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
3174,2010,25,"Migration and Home Affairs","HOME",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
3175,2010,25,"Migration and Home Affairs","HOME",2,"nonconformity",1,"Letter of formal notice (Art. 258)",2
3176,2010,25,"Migration and Home Affairs","HOME",2,"nonconformity",2,"Reasoned opinion (Art. 258)",4
3177,2010,25,"Migration and Home Affairs","HOME",2,"nonconformity",3,"Referral to the Court (Art. 258)",2
3178,2010,25,"Migration and Home Affairs","HOME",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
3179,2010,25,"Migration and Home Affairs","HOME",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
3180,2010,25,"Migration and Home Affairs","HOME",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
3181,2010,26,"Mobility and Transport","MOVE",1,"noncommunication",1,"Letter of formal notice (Art. 258)",140
3182,2010,26,"Mobility and Transport","MOVE",1,"noncommunication",2,"Reasoned opinion (Art. 258)",28
3183,2010,26,"Mobility and Transport","MOVE",1,"noncommunication",3,"Referral to the Court (Art. 258)",2
3184,2010,26,"Mobility and Transport","MOVE",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
3185,2010,26,"Mobility and Transport","MOVE",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
3186,2010,26,"Mobility and Transport","MOVE",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
3187,2010,26,"Mobility and Transport","MOVE",2,"nonconformity",1,"Letter of formal notice (Art. 258)",24
3188,2010,26,"Mobility and Transport","MOVE",2,"nonconformity",2,"Reasoned opinion (Art. 258)",11
3189,2010,26,"Mobility and Transport","MOVE",2,"nonconformity",3,"Referral to the Court (Art. 258)",16
3190,2010,26,"Mobility and Transport","MOVE",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
3191,2010,26,"Mobility and Transport","MOVE",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
3192,2010,26,"Mobility and Transport","MOVE",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
3193,2010,27,"Regional and Urban Policy","REGIO",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
3194,2010,27,"Regional and Urban Policy","REGIO",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
3195,2010,27,"Regional and Urban Policy","REGIO",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
3196,2010,27,"Regional and Urban Policy","REGIO",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
3197,2010,27,"Regional and Urban Policy","REGIO",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
3198,2010,27,"Regional and Urban Policy","REGIO",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
3199,2010,27,"Regional and Urban Policy","REGIO",2,"nonconformity",1,"Letter of formal notice (Art. 258)",0
3200,2010,27,"Regional and Urban Policy","REGIO",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
3201,2010,27,"Regional and Urban Policy","REGIO",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
3202,2010,27,"Regional and Urban Policy","REGIO",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
3203,2010,27,"Regional and Urban Policy","REGIO",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
3204,2010,27,"Regional and Urban Policy","REGIO",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
3205,2010,28,"Secretariat-General","SG",1,"noncommunication",1,"Letter of formal notice (Art. 258)",0
3206,2010,28,"Secretariat-General","SG",1,"noncommunication",2,"Reasoned opinion (Art. 258)",0
3207,2010,28,"Secretariat-General","SG",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
3208,2010,28,"Secretariat-General","SG",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
3209,2010,28,"Secretariat-General","SG",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
3210,2010,28,"Secretariat-General","SG",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
3211,2010,28,"Secretariat-General","SG",2,"nonconformity",1,"Letter of formal notice (Art. 258)",0
3212,2010,28,"Secretariat-General","SG",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
