"key_ID","year","member_state_ID","member_state","member_state_code","case_type_ID","case_type","decision_stage_ID","decision_stage","count_decisions"
2620,2011,6,"Netherlands","NL",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
2621,2011,6,"Netherlands","NL",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
2622,2011,6,"Netherlands","NL",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
2623,2011,6,"Netherlands","NL",2,"nonconformity",1,"Letter of formal notice (Art. 258)",9
2624,2011,6,"Netherlands","NL",2,"nonconformity",2,"Reasoned opinion (Art. 258)",4
2625,2011,6,"Netherlands","NL",2,"nonconformity",3,"Referral to the Court (Art. 258)",4
2626,2011,6,"Netherlands","NL",2,"nonconformity",4,"Letter of formal notice (Art. 260)",1
2627,2011,6,"Netherlands","NL",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
2628,2011,6,"Netherlands","NL",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
2629,2011,7,"Denmark","DK",1,"noncommunication",1,"Letter of formal notice (Art. 258)",28
2630,2011,7,"Denmark","DK",1,"noncommunication",2,"Reasoned opinion (Art. 258)",2
2631,2011,7,"Denmark","DK",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
2632,2011,7,"Denmark","DK",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
2633,2011,7,"Denmark","DK",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
2634,2011,7,"Denmark","DK",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
2635,2011,7,"Denmark","DK",2,"nonconformity",1,"Letter of formal notice (Art. 258)",6
2636,2011,7,"Denmark","DK",2,"nonconformity",2,"Reasoned opinion (Art. 258)",2
2637,2011,7,"Denmark","DK",2,"nonconformity",3,"Referral to the Court (Art. 258)",1
2638,2011,7,"Denmark","DK",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
2639,2011,7,"Denmark","DK",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
2640,2011,7,"Denmark","DK",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
2641,2011,8,"Ireland","IE",1,"noncommunication",1,"Letter of formal notice (Art. 258)",28
2642,2011,8,"Ireland","IE",1,"noncommunication",2,"Reasoned opinion (Art. 258)",5
2643,2011,8,"Ireland","IE",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
2644,2011,8,"Ireland","IE",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
2645,2011,8,"Ireland","IE",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
2646,2011,8,"Ireland","IE",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
2647,2011,8,"Ireland","IE",2,"nonconformity",1,"Letter of formal notice (Art. 258)",7
2648,2011,8,"Ireland","IE",2,"nonconformity",2,"Reasoned opinion (Art. 258)",6
2649,2011,8,"Ireland","IE",2,"nonconformity",3,"Referral to the Court (Art. 258)",2
2650,2011,8,"Ireland","IE",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
2651,2011,8,"Ireland","IE",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
2652,2011,8,"Ireland","IE",2,"nonconformity",6,"Referral to the Court (Art. 260)",2
2653,2011,9,"United Kingdom","UK",1,"noncommunication",1,"Letter of formal notice (Art. 258)",58
2654,2011,9,"United Kingdom","UK",1,"noncommunication",2,"Reasoned opinion (Art. 258)",11
2655,2011,9,"United Kingdom","UK",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
2656,2011,9,"United Kingdom","UK",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
2657,2011,9,"United Kingdom","UK",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
2658,2011,9,"United Kingdom","UK",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
2659,2011,9,"United Kingdom","UK",2,"nonconformity",1,"Letter of formal notice (Art. 258)",10
2660,2011,9,"United Kingdom","UK",2,"nonconformity",2,"Reasoned opinion (Art. 258)",8
2661,2011,9,"United Kingdom","UK",2,"nonconformity",3,"Referral to the Court (Art. 258)",1
2662,2011,9,"United Kingdom","UK",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
2663,2011,9,"United Kingdom","UK",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
2664,2011,9,"United Kingdom","UK",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
2665,2011,10,"Greece","EL",1,"noncommunication",1,"Letter of formal notice (Art. 258)",56
2666,2011,10,"Greece","EL",1,"noncommunication",2,"Reasoned opinion (Art. 258)",17
2667,2011,10,"Greece","EL",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
2668,2011,10,"Greece","EL",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
2669,2011,10,"Greece","EL",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
2670,2011,10,"Greece","EL",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
2671,2011,10,"Greece","EL",2,"nonconformity",1,"Letter of formal notice (Art. 258)",30
2672,2011,10,"Greece","EL",2,"nonconformity",2,"Reasoned opinion (Art. 258)",15
2673,2011,10,"Greece","EL",2,"nonconformity",3,"Referral to the Court (Art. 258)",5
2674,2011,10,"Greece","EL",2,"nonconformity",4,"Letter of formal notice (Art. 260)",4
2675,2011,10,"Greece","EL",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
2676,2011,10,"Greece","EL",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
2677,2011,11,"Portugal","PT",1,"noncommunication",1,"Letter of formal notice (Art. 258)",50
2678,2011,11,"Portugal","PT",1,"noncommunication",2,"Reasoned opinion (Art. 258)",11
2679,2011,11,"Portugal","PT",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
2680,2011,11,"Portugal","PT",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
2681,2011,11,"Portugal","PT",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
2682,2011,11,"Portugal","PT",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
2683,2011,11,"Portugal","PT",2,"nonconformity",1,"Letter of formal notice (Art. 258)",13
2684,2011,11,"Portugal","PT",2,"nonconformity",2,"Reasoned opinion (Art. 258)",5
2685,2011,11,"Portugal","PT",2,"nonconformity",3,"Referral to the Court (Art. 258)",2
2686,2011,11,"Portugal","PT",2,"nonconformity",4,"Letter of formal notice (Art. 260)",3
2687,2011,11,"Portugal","PT",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
2688,2011,11,"Portugal","PT",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
2689,2011,12,"Spain","ES",1,"noncommunication",1,"Letter of formal notice (Art. 258)",44
2690,2011,12,"Spain","ES",1,"noncommunication",2,"Reasoned opinion (Art. 258)",10
2691,2011,12,"Spain","ES",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
2692,2011,12,"Spain","ES",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
2693,2011,12,"Spain","ES",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
2694,2011,12,"Spain","ES",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
2695,2011,12,"Spain","ES",2,"nonconformity",1,"Letter of formal notice (Art. 258)",20
2696,2011,12,"Spain","ES",2,"nonconformity",2,"Reasoned opinion (Art. 258)",10
2697,2011,12,"Spain","ES",2,"nonconformity",3,"Referral to the Court (Art. 258)",10
2698,2011,12,"Spain","ES",2,"nonconformity",4,"Letter of formal notice (Art. 260)",5
2699,2011,12,"Spain","ES",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
2700,2011,12,"Spain","ES",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
2701,2011,13,"Austria","AT",1,"noncommunication",1,"Letter of formal notice (Art. 258)",47
2702,2011,13,"Austria","AT",1,"noncommunication",2,"Reasoned opinion (Art. 258)",19
2703,2011,13,"Austria","AT",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
2704,2011,13,"Austria","AT",1,"noncommunication",4,"Letter of formal notice (Art. 260)",1
2705,2011,13,"Austria","AT",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
2706,2011,13,"Austria","AT",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
2707,2011,13,"Austria","AT",2,"nonconformity",1,"Letter of formal notice (Art. 258)",9
2708,2011,13,"Austria","AT",2,"nonconformity",2,"Reasoned opinion (Art. 258)",1
2709,2011,13,"Austria","AT",2,"nonconformity",3,"Referral to the Court (Art. 258)",1
2710,2011,13,"Austria","AT",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
2711,2011,13,"Austria","AT",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
2712,2011,13,"Austria","AT",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
2713,2011,14,"Finland","FI",1,"noncommunication",1,"Letter of formal notice (Art. 258)",63
2714,2011,14,"Finland","FI",1,"noncommunication",2,"Reasoned opinion (Art. 258)",11
2715,2011,14,"Finland","FI",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
2716,2011,14,"Finland","FI",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
2717,2011,14,"Finland","FI",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
2718,2011,14,"Finland","FI",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
2719,2011,14,"Finland","FI",2,"nonconformity",1,"Letter of formal notice (Art. 258)",3
2720,2011,14,"Finland","FI",2,"nonconformity",2,"Reasoned opinion (Art. 258)",3
2721,2011,14,"Finland","FI",2,"nonconformity",3,"Referral to the Court (Art. 258)",1
2722,2011,14,"Finland","FI",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
2723,2011,14,"Finland","FI",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
2724,2011,14,"Finland","FI",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
2725,2011,15,"Sweden","SE",1,"noncommunication",1,"Letter of formal notice (Art. 258)",32
2726,2011,15,"Sweden","SE",1,"noncommunication",2,"Reasoned opinion (Art. 258)",8
2727,2011,15,"Sweden","SE",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
2728,2011,15,"Sweden","SE",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
2729,2011,15,"Sweden","SE",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
2730,2011,15,"Sweden","SE",1,"noncommunication",6,"Referral to the Court (Art. 260)",1
2731,2011,15,"Sweden","SE",2,"nonconformity",1,"Letter of formal notice (Art. 258)",10
2732,2011,15,"Sweden","SE",2,"nonconformity",2,"Reasoned opinion (Art. 258)",5
2733,2011,15,"Sweden","SE",2,"nonconformity",3,"Referral to the Court (Art. 258)",1
2734,2011,15,"Sweden","SE",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
2735,2011,15,"Sweden","SE",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
2736,2011,15,"Sweden","SE",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
2737,2011,16,"Cyprus","CY",1,"noncommunication",1,"Letter of formal notice (Art. 258)",63
2738,2011,16,"Cyprus","CY",1,"noncommunication",2,"Reasoned opinion (Art. 258)",12
2739,2011,16,"Cyprus","CY",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
2740,2011,16,"Cyprus","CY",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
2741,2011,16,"Cyprus","CY",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
2742,2011,16,"Cyprus","CY",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
2743,2011,16,"Cyprus","CY",2,"nonconformity",1,"Letter of formal notice (Art. 258)",11
2744,2011,16,"Cyprus","CY",2,"nonconformity",2,"Reasoned opinion (Art. 258)",5
2745,2011,16,"Cyprus","CY",2,"nonconformity",3,"Referral to the Court (Art. 258)",2
2746,2011,16,"Cyprus","CY",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
2747,2011,16,"Cyprus","CY",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
2748,2011,16,"Cyprus","CY",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
2749,2011,17,"Czech Republic","CZ",1,"noncommunication",1,"Letter of formal notice (Art. 258)",55
2750,2011,17,"Czech Republic","CZ",1,"noncommunication",2,"Reasoned opinion (Art. 258)",18
2751,2011,17,"Czech Republic","CZ",1,"noncommunication",3,"Referral to the Court (Art. 258)",1
2752,2011,17,"Czech Republic","CZ",1,"noncommunication",4,"Letter of formal notice (Art. 260)",1
2753,2011,17,"Czech Republic","CZ",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
2754,2011,17,"Czech Republic","CZ",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
2755,2011,17,"Czech Republic","CZ",2,"nonconformity",1,"Letter of formal notice (Art. 258)",7
2756,2011,17,"Czech Republic","CZ",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
2757,2011,17,"Czech Republic","CZ",2,"nonconformity",3,"Referral to the Court (Art. 258)",1
2758,2011,17,"Czech Republic","CZ",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
2759,2011,17,"Czech Republic","CZ",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
2760,2011,17,"Czech Republic","CZ",2,"nonconformity",6,"Referral to the Court (Art. 260)",1
2761,2011,18,"Estonia","EE",1,"noncommunication",1,"Letter of formal notice (Art. 258)",29
2762,2011,18,"Estonia","EE",1,"noncommunication",2,"Reasoned opinion (Art. 258)",10
2763,2011,18,"Estonia","EE",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
2764,2011,18,"Estonia","EE",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
2765,2011,18,"Estonia","EE",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
2766,2011,18,"Estonia","EE",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
2767,2011,18,"Estonia","EE",2,"nonconformity",1,"Letter of formal notice (Art. 258)",4
2768,2011,18,"Estonia","EE",2,"nonconformity",2,"Reasoned opinion (Art. 258)",3
2769,2011,18,"Estonia","EE",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
2770,2011,18,"Estonia","EE",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
2771,2011,18,"Estonia","EE",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
2772,2011,18,"Estonia","EE",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
2773,2011,19,"Hungary","HU",1,"noncommunication",1,"Letter of formal notice (Art. 258)",71
2774,2011,19,"Hungary","HU",1,"noncommunication",2,"Reasoned opinion (Art. 258)",10
2775,2011,19,"Hungary","HU",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
2776,2011,19,"Hungary","HU",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
2777,2011,19,"Hungary","HU",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
2778,2011,19,"Hungary","HU",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
2779,2011,19,"Hungary","HU",2,"nonconformity",1,"Letter of formal notice (Art. 258)",7
2780,2011,19,"Hungary","HU",2,"nonconformity",2,"Reasoned opinion (Art. 258)",4
2781,2011,19,"Hungary","HU",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
2782,2011,19,"Hungary","HU",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
2783,2011,19,"Hungary","HU",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
2784,2011,19,"Hungary","HU",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
2785,2011,20,"Latvia","LV",1,"noncommunication",1,"Letter of formal notice (Art. 258)",25
2786,2011,20,"Latvia","LV",1,"noncommunication",2,"Reasoned opinion (Art. 258)",1
2787,2011,20,"Latvia","LV",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
2788,2011,20,"Latvia","LV",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
2789,2011,20,"Latvia","LV",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
2790,2011,20,"Latvia","LV",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
2791,2011,20,"Latvia","LV",2,"nonconformity",1,"Letter of formal notice (Art. 258)",6
2792,2011,20,"Latvia","LV",2,"nonconformity",2,"Reasoned opinion (Art. 258)",2
2793,2011,20,"Latvia","LV",2,"nonconformity",3,"Referral to the Court (Art. 258)",0
2794,2011,20,"Latvia","LV",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
2795,2011,20,"Latvia","LV",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
2796,2011,20,"Latvia","LV",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
2797,2011,21,"Lithuania","LT",1,"noncommunication",1,"Letter of formal notice (Art. 258)",35
2798,2011,21,"Lithuania","LT",1,"noncommunication",2,"Reasoned opinion (Art. 258)",7
2799,2011,21,"Lithuania","LT",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
2800,2011,21,"Lithuania","LT",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
2801,2011,21,"Lithuania","LT",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
2802,2011,21,"Lithuania","LT",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
2803,2011,21,"Lithuania","LT",2,"nonconformity",1,"Letter of formal notice (Art. 258)",7
2804,2011,21,"Lithuania","LT",2,"nonconformity",2,"Reasoned opinion (Art. 258)",1
2805,2011,21,"Lithuania","LT",2,"nonconformity",3,"Referral to the Court (Art. 258)",1
2806,2011,21,"Lithuania","LT",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
2807,2011,21,"Lithuania","LT",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
2808,2011,21,"Lithuania","LT",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
2809,2011,22,"Malta","MT",1,"noncommunication",1,"Letter of formal notice (Art. 258)",40
2810,2011,22,"Malta","MT",1,"noncommunication",2,"Reasoned opinion (Art. 258)",3
2811,2011,22,"Malta","MT",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
2812,2011,22,"Malta","MT",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
2813,2011,22,"Malta","MT",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
2814,2011,22,"Malta","MT",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
2815,2011,22,"Malta","MT",2,"nonconformity",1,"Letter of formal notice (Art. 258)",12
2816,2011,22,"Malta","MT",2,"nonconformity",2,"Reasoned opinion (Art. 258)",2
2817,2011,22,"Malta","MT",2,"nonconformity",3,"Referral to the Court (Art. 258)",1
2818,2011,22,"Malta","MT",2,"nonconformity",4,"Letter of formal notice (Art. 260)",1
2819,2011,22,"Malta","MT",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
2820,2011,22,"Malta","MT",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
2821,2011,23,"Poland","PL",1,"noncommunication",1,"Letter of formal notice (Art. 258)",45
2822,2011,23,"Poland","PL",1,"noncommunication",2,"Reasoned opinion (Art. 258)",26
2823,2011,23,"Poland","PL",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
2824,2011,23,"Poland","PL",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
2825,2011,23,"Poland","PL",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
2826,2011,23,"Poland","PL",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
2827,2011,23,"Poland","PL",2,"nonconformity",1,"Letter of formal notice (Art. 258)",17
2828,2011,23,"Poland","PL",2,"nonconformity",2,"Reasoned opinion (Art. 258)",7
2829,2011,23,"Poland","PL",2,"nonconformity",3,"Referral to the Court (Art. 258)",6
2830,2011,23,"Poland","PL",2,"nonconformity",4,"Letter of formal notice (Art. 260)",1
2831,2011,23,"Poland","PL",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
2832,2011,23,"Poland","PL",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
2833,2011,24,"Slovakia","SK",1,"noncommunication",1,"Letter of formal notice (Art. 258)",36
2834,2011,24,"Slovakia","SK",1,"noncommunication",2,"Reasoned opinion (Art. 258)",5
2835,2011,24,"Slovakia","SK",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
2836,2011,24,"Slovakia","SK",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
2837,2011,24,"Slovakia","SK",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
2838,2011,24,"Slovakia","SK",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
2839,2011,24,"Slovakia","SK",2,"nonconformity",1,"Letter of formal notice (Art. 258)",4
2840,2011,24,"Slovakia","SK",2,"nonconformity",2,"Reasoned opinion (Art. 258)",5
2841,2011,24,"Slovakia","SK",2,"nonconformity",3,"Referral to the Court (Art. 258)",1
2842,2011,24,"Slovakia","SK",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
2843,2011,24,"Slovakia","SK",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
2844,2011,24,"Slovakia","SK",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
2845,2011,25,"Slovenia","SI",1,"noncommunication",1,"Letter of formal notice (Art. 258)",44
2846,2011,25,"Slovenia","SI",1,"noncommunication",2,"Reasoned opinion (Art. 258)",16
2847,2011,25,"Slovenia","SI",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
2848,2011,25,"Slovenia","SI",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
2849,2011,25,"Slovenia","SI",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
2850,2011,25,"Slovenia","SI",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
2851,2011,25,"Slovenia","SI",2,"nonconformity",1,"Letter of formal notice (Art. 258)",8
2852,2011,25,"Slovenia","SI",2,"nonconformity",2,"Reasoned opinion (Art. 258)",0
2853,2011,25,"Slovenia","SI",2,"nonconformity",3,"Referral to the Court (Art. 258)",1
2854,2011,25,"Slovenia","SI",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
2855,2011,25,"Slovenia","SI",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
2856,2011,25,"Slovenia","SI",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
2857,2011,26,"Bulgaria","BG",1,"noncommunication",1,"Letter of formal notice (Art. 258)",37
2858,2011,26,"Bulgaria","BG",1,"noncommunication",2,"Reasoned opinion (Art. 258)",5
2859,2011,26,"Bulgaria","BG",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
2860,2011,26,"Bulgaria","BG",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
2861,2011,26,"Bulgaria","BG",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
2862,2011,26,"Bulgaria","BG",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
2863,2011,26,"Bulgaria","BG",2,"nonconformity",1,"Letter of formal notice (Art. 258)",7
2864,2011,26,"Bulgaria","BG",2,"nonconformity",2,"Reasoned opinion (Art. 258)",3
2865,2011,26,"Bulgaria","BG",2,"nonconformity",3,"Referral to the Court (Art. 258)",1
2866,2011,26,"Bulgaria","BG",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
2867,2011,26,"Bulgaria","BG",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
2868,2011,26,"Bulgaria","BG",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
2869,2011,27,"Romania","RO",1,"noncommunication",1,"Letter of formal notice (Art. 258)",47
2870,2011,27,"Romania","RO",1,"noncommunication",2,"Reasoned opinion (Art. 258)",8
2871,2011,27,"Romania","RO",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
2872,2011,27,"Romania","RO",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
2873,2011,27,"Romania","RO",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
2874,2011,27,"Romania","RO",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
2875,2011,27,"Romania","RO",2,"nonconformity",1,"Letter of formal notice (Art. 258)",8
2876,2011,27,"Romania","RO",2,"nonconformity",2,"Reasoned opinion (Art. 258)",4
2877,2011,27,"Romania","RO",2,"nonconformity",3,"Referral to the Court (Art. 258)",1
2878,2011,27,"Romania","RO",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
2879,2011,27,"Romania","RO",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
2880,2011,27,"Romania","RO",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
2881,2012,1,"Belgium","BE",1,"noncommunication",1,"Letter of formal notice (Art. 258)",21
2882,2012,1,"Belgium","BE",1,"noncommunication",2,"Reasoned opinion (Art. 258)",12
2883,2012,1,"Belgium","BE",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
2884,2012,1,"Belgium","BE",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
2885,2012,1,"Belgium","BE",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
2886,2012,1,"Belgium","BE",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
2887,2012,1,"Belgium","BE",2,"nonconformity",1,"Letter of formal notice (Art. 258)",9
2888,2012,1,"Belgium","BE",2,"nonconformity",2,"Reasoned opinion (Art. 258)",13
2889,2012,1,"Belgium","BE",2,"nonconformity",3,"Referral to the Court (Art. 258)",3
2890,2012,1,"Belgium","BE",2,"nonconformity",4,"Letter of formal notice (Art. 260)",4
2891,2012,1,"Belgium","BE",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
2892,2012,1,"Belgium","BE",2,"nonconformity",6,"Referral to the Court (Art. 260)",1
2893,2012,2,"France","FR",1,"noncommunication",1,"Letter of formal notice (Art. 258)",16
2894,2012,2,"France","FR",1,"noncommunication",2,"Reasoned opinion (Art. 258)",5
2895,2012,2,"France","FR",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
2896,2012,2,"France","FR",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
2897,2012,2,"France","FR",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
2898,2012,2,"France","FR",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
2899,2012,2,"France","FR",2,"nonconformity",1,"Letter of formal notice (Art. 258)",11
2900,2012,2,"France","FR",2,"nonconformity",2,"Reasoned opinion (Art. 258)",9
2901,2012,2,"France","FR",2,"nonconformity",3,"Referral to the Court (Art. 258)",4
2902,2012,2,"France","FR",2,"nonconformity",4,"Letter of formal notice (Art. 260)",1
2903,2012,2,"France","FR",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
2904,2012,2,"France","FR",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
2905,2012,3,"Germany","DE",1,"noncommunication",1,"Letter of formal notice (Art. 258)",12
2906,2012,3,"Germany","DE",1,"noncommunication",2,"Reasoned opinion (Art. 258)",7
2907,2012,3,"Germany","DE",1,"noncommunication",3,"Referral to the Court (Art. 258)",0
2908,2012,3,"Germany","DE",1,"noncommunication",4,"Letter of formal notice (Art. 260)",0
2909,2012,3,"Germany","DE",1,"noncommunication",5,"Reasoned opinion (Art. 260)",0
2910,2012,3,"Germany","DE",1,"noncommunication",6,"Referral to the Court (Art. 260)",0
2911,2012,3,"Germany","DE",2,"nonconformity",1,"Letter of formal notice (Art. 258)",11
2912,2012,3,"Germany","DE",2,"nonconformity",2,"Reasoned opinion (Art. 258)",4
2913,2012,3,"Germany","DE",2,"nonconformity",3,"Referral to the Court (Art. 258)",6
2914,2012,3,"Germany","DE",2,"nonconformity",4,"Letter of formal notice (Art. 260)",0
2915,2012,3,"Germany","DE",2,"nonconformity",5,"Reasoned opinion (Art. 260)",0
2916,2012,3,"Germany","DE",2,"nonconformity",6,"Referral to the Court (Art. 260)",0
2917,2012,4,"Italy","IT",1,"noncommunication",1,"Letter of formal notice (Art. 258)",36
